Frame,GT_1 mm_R1,GT_1 mm_R2,GT_1 mm_R3,GT_1 mm_R4,GT_1 mm_R5,GT_2 mm_R1,GT_2 mm_R2,GT_2 mm_R3,GT_2 mm_R4,GT_2 mm_R5,GT_3 mm_R1,GT_3 mm_R2,GT_3 mm_R3,GT_3 mm_R4,GT_3 mm_R5,GT_4 mm_R1,GT_4 mm_R2,GT_4 mm_R3,GT_4 mm_R4,GT_4 mm_R5,GT_5 mm_R1,GT_5 mm_R2,GT_5 mm_R3,GT_5 mm_R4,GT_5 mm_R5,Ours_1 mm_R1,Ours_1 mm_R2,Ours_1 mm_R3,Ours_1 mm_R4,Ours_1 mm_R5,Ours_2 mm_R1,Ours_2 mm_R2,Ours_2 mm_R3,Ours_2 mm_R4,Ours_2 mm_R5,Ours_3 mm_R1,Ours_3 mm_R2,Ours_3 mm_R3,Ours_3 mm_R4,Ours_3 mm_R5,Ours_4 mm_R1,Ours_4 mm_R2,Ours_4 mm_R3,Ours_4 mm_R4,Ours_4 mm_R5,Ours_5 mm_R1,Ours_5 mm_R2,Ours_5 mm_R3,Ours_5 mm_R4,Ours_5 mm_R5
10,0.06429191022905634,0.058483982762385735,0.023292573966811853,0.03899817803363311,0.05091968411398429,0.12858448820353108,0.116969063383871,0.046585969287070664,0.07799717167616302,0.10184064240702824,0.19287708266663037,0.17545394165129916,0.06987973339631467,0.11699712485264203,0.15276153233984194,0.25716970017870616,0.23393880553917262,0.09317331012094483,0.1559963366706202,0.20368244144151446,0.3214621331737595,0.29242364995232356,0.11646692620192671,0.19499578546934768,0.25460314801736994,0.05357989236167037,0.045873728540824124,0.014175758570452382,0.02458536457567008,0.03702656111512804,0.10890913471494608,0.10215166103953843,0.03135875310430184,0.05732383538182917,0.07876672484921521,0.15443392961649557,0.12064312878272258,0.0460496015121254,0.07681177191733832,0.09877165413900753,0.22131451456013634,0.18755387176433785,0.05863359048255347,0.10398192792708863,0.14846025075699554,0.2889460651021585,0.2539160085329768,0.10192112331953851,0.1695731327844767,0.2016568953121586
11,0.07072118777950605,0.06433252557866803,0.025622122580405676,0.042897897251737566,0.05601177489308567,0.1414429799786379,0.12866588153692657,0.05124467039262265,0.08579735263236879,0.11202476308341484,0.21216491025243334,0.1929994412490293,0.07686796109503613,0.1286969917191875,0.16803767071562656,0.28288670153317297,0.25733268318736713,0.10249053115291311,0.17159620193418854,0.2240508180281425,0.3536085129597044,0.3216662024077601,0.12811369494506733,0.21449532282471487,0.2800635781235557,0.059250780245022255,0.05075117401766477,0.015673767514805946,0.02718138580105349,0.0409087241052067,0.12018987588348039,0.11284741458881432,0.03462925610799712,0.06344290335250545,0.0870113580463512,0.17058137736177081,0.1333648417027145,0.05086603856468007,0.08496923953512008,0.10926175164799248,0.2445254403585605,0.20739306798834029,0.0647132498947213,0.11512365548490407,0.1640617412231097,0.31968071745002513,0.28055604221437597,0.11251123989354574,0.1872793227899207,0.22316598271292337
12,0.07715054824737798,0.07018102211752375,0.0279512555124865,0.04679801422915438,0.06110382953308694,0.15430159201225238,0.14036296266969553,0.055903642291529186,0.09359740319593095,0.12220894898600822,0.2314526268691956,0.2105448700368099,0.08385571583387308,0.1403967641477207,0.18331396477668255,0.30860364416974867,0.28072662541305593,0.11180803653604837,0.1871956569286448,0.24441910591630212,0.3857546919922936,0.35090856892988814,0.13976025102048364,0.23399514995000226,0.3055239798365355,0.06395515703401022,0.05480262630697908,0.016912916421094736,0.029342824015563547,0.04413179689097358,0.1295267698304948,0.12175693497328008,0.03734847695546092,0.06852952719436309,0.09384992962658358,0.18396380609492405,0.14396766018156476,0.05486716544390308,0.09174721776019648,0.11799561861640816,0.2637887807214972,0.22385286835711182,0.06973415082503083,0.12439956599517608,0.1769736359161897,0.3451420322675506,0.3026510172937797,0.12129310014441863,0.20196741199202908,0.24104609252204265
13,0.08357979514168368,0.07602949433233873,0.030280761429722313,0.05069789622056197,0.06619602772035961,0.16716016015705434,0.1520599645719317,0.06056213877423256,0.10139743869536526,0.13239326656717185,0.2507404121978096,0.22809021679608515,0.0908438348860087,0.15209643717086635,0.19859020908570219,0.33432076634944896,0.30412066425477496,0.12112554841327294,0.2027959347043745,0.264787422939177,0.4179010597303492,0.38015114738298483,0.1514072377960308,0.2534948195031008,0.33098440922634315,0.0695813603553082,0.059654995844268505,0.01839510979101928,0.03193211103092559,0.04798158967191076,0.1406852238117517,0.13242886602793308,0.0406025985806301,0.07461082341788103,0.10201432534148511,0.1999455774410841,0.1566615470715597,0.059647767132152855,0.09984090386204748,0.1284719204013909,0.28691263088681945,0.24347432522118653,0.07571177202582743,0.13549047231414965,0.19240062242790276,0.3755729356450048,0.32899937798400186,0.13177207079348435,0.21949880440700678,0.2624455440088761
14,0.09000904470505906,0.0818781085690511,0.032610113634373654,0.05459776194419891,0.07128817772639814,0.18001859432218623,0.16375690267359203,0.06522081717227866,0.10919700934186981,0.14257733839715195,0.2700281370366515,0.2456358035275161,0.09783224372051173,0.16379638843578498,0.2138665923068882,0.3600376423579592,0.3275145609046443,0.13044286315720172,0.218395147516771,0.2851556331818222,0.45004720952783317,0.4093934543178555,0.16305387726147655,0.2729945341555968,0.3564448237272775,0.0763935769693453,0.06561794823800028,0.020393062001713706,0.035748377219858574,0.05279855343575251,0.15414235309476843,0.14485837483193056,0.04475357039115828,0.08212906071748124,0.11161856429223542,0.21936704666393878,0.17442106269579705,0.06626662181616365,0.1112940762561383,0.1434458084745925,0.31307969983460443,0.2676211771272307,0.08361633796064619,0.15047804803580928,0.21139913303295585,0.410881676445346,0.360051460437139,0.14490678260722203,0.23992574251775775,0.2865859118018596
15,0.09643827031679544,0.08772661168282699,0.03493950132766071,0.05849798692848824,0.07638023763549551,0.19287708266663037,0.17545394165129916,0.06987973339631467,0.11699712485264203,0.15276153233984194,0.28931593693184543,0.26318121494383345,0.10482016802573861,0.1754961771354721,0.22914283278569042,0.3857546919922936,0.35090856892988814,0.13976025102048364,0.23399514995000226,0.3055239798365355,0.48219343607354725,0.43863588263186726,0.17470046060532382,0.2924942245535719,0.381905051383418,0.08251906214508481,0.07102125509013849,0.022266642973821506,0.039392010958514585,0.057176621228814915,0.16623047860802667,0.15591150545336238,0.04858867398094475,0.08898233270749363,0.1202150146326396,0.2368703947432536,0.19116999763085965,0.07247117509717542,0.1221610205478276,0.15771049150758554,0.33601192501271265,0.2894308835130755,0.09091840167069405,0.16448498747071272,0.22866526390553585,0.4420775054199882,0.3876676957668217,0.1567898800355665,0.25809972403333986,0.30781164390182103
16,0.1028674405412938,0.09357498308045194,0.0372687129280061,0.062397783830738754,0.0814723275727391,0.20573573599870404,0.18715094702296312,0.07453861179653479,0.12479694330764492,0.1629457308485318,0.30860364416974867,0.28072662541305593,0.11180803653604837,0.1871956569286448,0.24441910591630212,0.41147161984088665,0.37430264825763465,0.14907748267538923,0.2495948979887128,0.3258922020377706,0.5143398479257446,0.4678783576260958,0.1863474726132183,0.3119941917117051,0.40736559371002157,0.08987878081345213,0.07749077341392424,0.024508959737539294,0.04377812515986374,0.06240220073944597,0.18072761118552952,0.16912991271276978,0.05321274570766262,0.09720181133800906,0.13051583898014882,0.2577653560994568,0.21120068571973574,0.07987711913615851,0.1351452264391368,0.17479540457161566,0.3634773538933602,0.31536755985943393,0.09957933209075859,0.18119377583709514,0.24936597562241644,0.47922282359375545,0.4206243392844537,0.17089908892207095,0.2798650047694643,0.33328266520354477
17,0.10929671916670435,0.09942346172668824,0.03959829952352838,0.06629753939257703,0.08656431954616939,0.21859429580539388,0.19884789257612612,0.07919717563717674,0.1325967980502262,0.17312997634287844,0.3278915135442667,0.2982722353629763,0.11879604280513693,0.19889572537165365,0.2596951864641535,0.4371886308796663,0.39769656792284436,0.1583950783115968,0.2651944464349407,0.3462604697257092,0.5464860569561828,0.49712068031791273,0.1979938166585168,0.33149388030660965,0.43282593800930913,0.09725364133874582,0.0839354615947921,0.026731262057360573,0.04816780545317126,0.0676015031845307,0.1952106136465741,0.1823681040472818,0.05780589804945007,0.10541780506032175,0.14079243320781532,0.27859012777499614,0.2311451624472305,0.08725186849651857,0.14803987273389588,0.19183757071938337,0.39079503169905755,0.3411051668823382,0.10820825642787729,0.19775827435378218,0.26992509423212563,0.516094518697603,0.4534823653311802,0.18488267450713403,0.30157419971236277,0.35872724732309746
18,0.11572615508296048,0.10527207347319581,0.0419277277704805,0.07019748095583228,0.09165657477995633,0.2314526268691956,0.2105448700368099,0.08385571583387308,0.1403967641477207,0.18331396477668255,0.3471792386572209,0.31581769644826674,0.12578437015815244,0.21059536421073446,0.2749714503137999,0.4629058244907338,0.4210904857205763,0.1677125342237736,0.2807947265050441,0.36662905889895403,0.5786322912290498,0.5263630578827069,0.20964072082126808,0.35099343926068266,0.45828632612042214,0.1034043677542582,0.0892974560232508,0.0285891407573841,0.05182376335889821,0.07190467358596152,0.2073049607386906,0.1934271178923361,0.06162191533715636,0.11223464229773436,0.1493459728338206,0.2959058347206657,0.24779582074913545,0.09335698051735745,0.15884463755771472,0.2059881996114313,0.41350960654246427,0.36258297738627066,0.11535594592600694,0.2114498226558699,0.28699821639548,0.5465965021918238,0.4807884675243461,0.19642338255507613,0.3196230189742419,0.37984889385229004
19,0.1221552277828306,0.11112045516610565,0.044256873498394786,0.07409769190313574,0.09674858755881445,0.24431120118386776,0.2222417273129041,0.08851446141508389,0.14819663236564778,0.19349798124381382,0.36646689768559193,0.33336315185019866,0.13277220309087923,0.22229526216773535,0.29024768583207605,0.48862274407522494,0.4444844293405766,0.17702991289645423,0.29639401480972466,0.38699724453891204,0.6107785181566208,0.5556057391745676,0.22128762812641503,0.37049306496583345,0.48374685352864627,0.11078120177975022,0.0957335774050555,0.03082271689024198,0.05619456510873501,0.07706143169470664,0.22175824718022533,0.20670483067669587,0.06617520533952785,0.12040990048216431,0.15957742727582577,0.3166349382363161,0.26774989881056865,0.10064512781531958,0.17190783815943056,0.22290703945621218,0.4406886127702672,0.3882598241696593,0.1238721618935312,0.22778021649185695,0.3073883560447301,0.5828369377153401,0.5134493090217971,0.2101246158136353,0.3411387274434459,0.4050195777868066
20,0.12858448820353108,0.116969063383871,0.046585969287070664,0.07799717167616302,0.10184064240702824,0.25716970017870616,0.23393880553917262,0.09317331012094483,0.1559963366706202,0.20368244144151446,0.3857546919922936,0.35090856892988814,0.13976025102048364,0.23399514995000226,0.3055239798365355,0.5143398479257446,0.4678783576260958,0.1863474726132183,0.3119941917117051,0.40736559371002157,0.6429247694775677,0.5848481322736653,0.23293442141730558,0.38999280469647474,0.5092071904046721,0.11815168443743516,0.10214805014676594,0.03305085050325981,0.06053593877129158,0.08219987201641463,0.23614664069229643,0.2199881323189642,0.07069804051589824,0.1285766327520656,0.16976562230454562,0.3373131639802284,0.28765576451880404,0.10785388314278418,0.18494732350329143,0.2397095516613355,0.4679876251720445,0.4137524024729201,0.1323285038923911,0.24394009356708363,0.327714597426065,0.6187482737839392,0.5459068258235106,0.22371217736048318,0.36253219701699163,0.4300166591414676
21,0.13501380172646954,0.12281749924107381,0.0489154432640413,0.08189726421342201,0.1069327316900108,0.2700281370366515,0.2456358035275161,0.09783224372051173,0.16379638843578498,0.2138665923068882,0.4050423495131389,0.3684540491144173,0.14674829885626767,0.24569476395468556,0.3208001291730239,0.5400568467451158,0.49127229884816476,0.195664646529224,0.3275940700438063,0.4277337581440893,0.6750711304910939,0.6140905743233279,0.24458099756045357,0.4094926478299554,0.5346676013420795,0.12428782529567124,0.1074773985123548,0.03489360918551107,0.06414097264462475,0.0864581884336349,0.2481187129341189,0.2311086709689715,0.0744349640776261,0.1353731749885187,0.17820156837180384,0.3545351886200705,0.30429165968782346,0.11381738071774279,0.19577688862900608,0.25364598454090964,0.4908852640515658,0.4348388893016685,0.13933587068560252,0.2573243568704378,0.3446409135551746,0.6484695737052738,0.5727864700105262,0.23493751469427102,0.380291727416075,0.45071749887819834
22,0.1414429799786379,0.12866588153692657,0.05124467039262265,0.08579735263236879,0.11202476308341484,0.28288670153317297,0.25733268318736713,0.10249053115291311,0.17159620193418854,0.2240508180281425,0.4243302255403502,0.3859994435305677,0.15373641350797432,0.2573945824552977,0.3360763028374355,0.5657737938967923,0.5146662349788147,0.20498210544578088,0.3431932840817006,0.4481021536984551,0.7072174505060254,0.6433329139543746,0.2562275291237312,0.42899232999177234,0.5601279812145388,0.1316501466177595,0.11385783169438982,0.03709960570402276,0.06844224071693787,0.09158165099204517,0.2625079853637122,0.2444905940003797,0.07889241691978217,0.1435031491603651,0.1882839796521374,0.37518069176202945,0.32423530342303253,0.12093399735390634,0.20871214633559254,0.2703687292039533,0.5183422369919451,0.45999675125423317,0.14767354116327283,0.2733506350967483,0.3649383173034777,0.6839203935713094,0.6051218325926794,0.24839910840938628,0.40156946407282496,0.47552456394556303
23,0.1478722975468077,0.13451454401263754,0.05357411189627775,0.08969722935178827,0.11711696871659188,0.29574511264029996,0.26902972338472014,0.10714939350783916,0.17939601456453957,0.23423497623306944,0.4436180213393191,0.4035449906916011,0.16072447239790655,0.2690944680388235,0.35135271374044835,0.591490854543782,0.5380602219855921,0.21429968326849935,0.35879328746413364,0.4684706362773276,0.7393635891204735,0.672575460251696,0.2678745722124928,0.44849222842567177,0.5855883527876806,0.13898669744580133,0.1202195884762047,0.03930832334205434,0.07272509120671501,0.09667432168361663,0.276916625333937,0.2578205057285194,0.08332582087618298,0.15163569555882125,0.19827837331188244,0.39590151889695685,0.3441340166036971,0.12800629180539805,0.22161612907044456,0.28703155570982125,0.5457171549035948,0.4852048759308863,0.15595408530264074,0.2893316655879106,0.3851925094780381,0.7193198483160913,0.6372945801896298,0.2617132429733653,0.422753920947802,0.5001845104637889
24,0.15430159201225238,0.14036296266969553,0.055903642291529186,0.09359740319593095,0.12220894898600822,0.30860364416974867,0.28072662541305593,0.11180803653604837,0.1871956569286448,0.24441910591630212,0.4629058244907338,0.4210904857205763,0.1677125342237736,0.2807947265050441,0.36662905889895403,0.617207879872589,0.5614542064622987,0.22361701524695932,0.374393069145946,0.48883891234526,0.7715098569596045,0.7018178543058881,0.27952128021714556,0.46799146100371664,0.6110487781565659,0.14506494349140306,0.12548702902193204,0.04114916035595168,0.07626462766339807,0.10087937304963054,0.2889065708442643,0.2688539454958784,0.08698689838841633,0.15842742548095318,0.20657642460070358,0.4131615402158919,0.360708581372918,0.13385366758466258,0.23229032551275847,0.3009249027799901,0.568464166913121,0.5063029369948814,0.16281794666558613,0.3026328223377958,0.40200935295780227,0.7486770682339168,0.6640708787085352,0.27272249291219636,0.44041538709787753,0.5206785960031376
25,0.160730759358228,0.14621154486200214,0.05823295792947103,0.09749715460044824,0.12730105865375105,0.3214621331737595,0.29242364995232356,0.11646692620192671,0.19499578546934768,0.25460314801736994,0.48219343607354725,0.43863588263186726,0.17470046060532382,0.2924942245535719,0.381905051383418,0.6429247694775677,0.5848481322736653,0.23293442141730558,0.38999280469647474,0.5092071904046721,0.8036560128881506,0.7310602334983037,0.29116817449180654,0.4874910694472995,0.636508961611399,0.15231844846410394,0.13178753345850913,0.04334519239694849,0.08050440194178984,0.10590682948277122,0.3032754845772413,0.28206359094506,0.09133703106559911,0.1665558449692665,0.21648962472487823,0.4338818524852733,0.38052909128565293,0.1408118749685492,0.24502369084876072,0.3175111672203995,0.5957610702612195,0.5318675398090003,0.17104604628417944,0.31849360105244007,0.42207373058277864,0.7838268562052113,0.6959460544067981,0.28581130026273077,0.46144474248237,0.5451511370791212
26,0.16716016015705434,0.1520599645719317,0.06056213877423256,0.10139743869536526,0.13239326656717185,0.33432076634944896,0.30412066425477496,0.12112554841327294,0.2027959347043745,0.264787422939177,0.5014813024428642,0.45618153945417106,0.18168846097921393,0.3041941368488596,0.39718154512917814,0.6686419542498812,0.6082420777187902,0.24225169817062817,0.4055923771855017,0.5295755292922246,0.8358024218323876,0.7603025581152735,0.3028146697722314,0.506991019965777,0.6619696489253243,0.15954287105579476,0.13805131229194928,0.045522315724532476,0.08471739555782984,0.1109294533359212,0.3176510501778618,0.2952440287474952,0.09564237708612483,0.17464260916719085,0.2263230517076515,0.45467351536556877,0.4002302965208116,0.1477208486058555,0.2576683868042646,0.3341120544395338,0.6229949010683223,0.5573726357052231,0.17922718860372822,0.33415626433090095,0.44195755279869414,0.8190677183345312,0.727781129655123,0.2987216861831657,0.48250662010141326,0.5694788065890102
27,0.17358928421954165,0.15790844401318102,0.06289154370042586,0.10529732480761637,0.13748526044552378,0.3471792386572209,0.31581769644826674,0.12578437015815244,0.21059536421073446,0.2749714503137999,0.5207690898481733,0.4737268491472233,0.1886764210340855,0.31589381942148503,0.41245777560143665,0.6943588708475849,0.6316360696778827,0.2515690842164631,0.4211924718166007,0.5499439141479916,0.8679487313896082,0.7895452161261046,0.3144614805279928,0.5264904850305987,0.6874301313836897,0.16554864668474242,0.143262291907494,0.04736394115471996,0.08829066435796094,0.11520428541795584,0.32971376600914565,0.30626637680395385,0.09933862971271148,0.18137224022195797,0.23471599837634485,0.471410864207791,0.41550466484101306,0.15310174672763854,0.26764747703866193,0.34745208807622807,0.6451081065845173,0.5774936792632683,0.1858214647286659,0.3472299861737603,0.4584807974416365,0.8464267783612519,0.7527638127564724,0.3088662922756065,0.4993636726902892,0.5893098507769554
28,0.18001859432218623,0.16375690267359203,0.06522081717227866,0.10919700934186981,0.14257733839715195,0.3600376423579592,0.3275145609046443,0.13044286315720172,0.218395147516771,0.2851556331818222,0.5400568467451158,0.49127229884816476,0.195664646529224,0.3275940700438063,0.4277337581440893,0.720075863202142,0.6550299451439991,0.2608866526108686,0.43679195481296534,0.5703121950013863,0.9000948201952422,0.8187876051337479,0.32610810476592333,0.5459902070707011,0.7128903870493775,0.17272123370905185,0.14953871705148042,0.04963353447973355,0.09271611103219174,0.12046861263680761,0.34439519354323206,0.31957545579273827,0.10398398418255457,0.1894895928543806,0.24516645186412983,0.4906125347325883,0.43211702361634546,0.15901749958365505,0.27879612394823006,0.36264134009972593,0.6709784752225574,0.6001032069799754,0.1933968515981346,0.3630972652704607,0.4784608401634219,0.8760100211700049,0.7803388142332739,0.3202168255364505,0.5185853703183727,0.6125253584961102
