Frame,GT_0.25_R1,GT_0.25_R2,GT_0.25_R3,GT_0.25_R4,GT_0.25_R5,GT_0.50_R1,GT_0.50_R2,GT_0.50_R3,GT_0.50_R4,GT_0.50_R5,GT_0.75_R1,GT_0.75_R2,GT_0.75_R3,GT_0.75_R4,GT_0.75_R5,GT_1.00_R1,GT_1.00_R2,GT_1.00_R3,GT_1.00_R4,GT_1.00_R5,GT_1.25_R1,GT_1.25_R2,GT_1.25_R3,GT_1.25_R4,GT_1.25_R5,Ours_0.25_R1,Ours_0.25_R2,Ours_0.25_R3,Ours_0.25_R4,Ours_0.25_R5,Ours_0.50_R1,Ours_0.50_R2,Ours_0.50_R3,Ours_0.50_R4,Ours_0.50_R5,Ours_0.75_R1,Ours_0.75_R2,Ours_0.75_R3,Ours_0.75_R4,Ours_0.75_R5,Ours_1.00_R1,Ours_1.00_R2,Ours_1.00_R3,Ours_1.00_R4,Ours_1.00_R5,Ours_1.25_R1,Ours_1.25_R2,Ours_1.25_R3,Ours_1.25_R4,Ours_1.25_R5
37,1475.2202,2252.7942,2890.3135,3214.2747,2834.205,2947.3188,4505.323,5776.3535,6448.656,5660.88,4416.228,6757.653,8658.629,9703.1,8479.922,5881.992,9009.877,11537.475,12977.761,11291.377,7344.7476,11261.949,14413.328,16272.459,14095.366,3869.0015341315448,4709.941619846907,5459.385643134637,6744.106607854329,6582.854332255054,5356.802826028591,8045.513458346863,8523.99700124555,10102.955880365944,8545.331442055225,6555.079142751274,8411.008482127556,12246.406681494384,12004.240773417245,12360.607648573017,7269.177155676629,13759.017699942378,13214.507351808645,15827.1533514402,13604.773186592824,9150.695468648197,14716.604885344455,19632.106119599175,19821.115334190035,18924.171544276534
38,1515.0544,2313.6824,2968.3193,3301.4153,2910.7441,3026.7896,4627.1133,5932.2515,6624.024,5813.4507,4535.1953,6940.3174,8892.14,9967.935,8708.19,6040.3164,9253.34,11848.598,13333.023,11594.913,7542.1836,11566.365,14801.718,16719.29,14473.752,3915.194875897441,4784.901549316991,5610.199054784443,6888.003916223185,6725.697422676038,5442.43123798345,8253.450812419529,8719.349716043724,10343.023485244763,8728.218581258177,6669.486146104842,8590.549157125568,12560.265785935155,12262.37894037031,12636.019206472647,7450.582338338371,14024.50928643538,13513.290264898867,16149.394793477453,13920.795962082895,9296.656569166798,14980.947338378757,20005.83874837517,20258.31599209951,19376.447595301594
39,1554.8768,2374.5593,3046.4207,3388.5974,2987.2434,3106.2454,4748.8374,6088.0137,6799.491,5966.007,4654.1304,7122.8945,9125.752,10232.768,8936.339,6198.571,9496.851,12159.685,13688.359,11898.309,7739.557,11870.598,15190.016,17166.477,14851.987,3969.799281874872,4879.027875594275,5785.828062922603,7058.578355590914,6897.548479121757,5540.431089642404,8505.190131139576,8939.071282387304,10632.631632470397,8935.661534704352,6814.100530946595,8811.558685225189,12937.635632905962,12572.475461450018,12963.821227299963,7666.950811914075,14343.384683821234,13873.19683523153,16532.855975139846,14294.896287818012,9459.982574191605,15295.140593702312,20448.84762711427,20832.691229942822,19938.30363724056
40,1594.7413,2435.4502,3124.4727,3475.8108,3063.7527,3185.7195,4870.631,6244.0127,6974.985,6118.5635,4773.0674,7305.559,9359.263,10497.838,9164.501,6356.7554,9740.305,12470.588,14044.124,12201.628,7936.863,12174.937,15578.231,17614.062,15230.015,4025.0600958360774,4976.470043621448,5959.9035762389085,7226.3074729025,7066.884260353193,5641.499848369005,8743.202336523795,9159.92814697327,10914.571826187694,9144.930494724247,6974.247570012885,9054.152601146327,13327.436674766757,12912.672730217942,13293.891608361211,7878.411477591828,14681.005662100719,14256.471380478544,16921.026928169445,14687.920038892964,9624.944065229878,15577.106723546727,20901.357266315346,21409.596390946128,20509.812586539716
41,1634.5143,2496.332,3202.5146,3562.9392,3140.1667,3265.1726,4992.377,6399.8193,7150.604,6271.089,4891.974,7488.1724,9592.716,10762.961,9392.6045,6514.92,9983.726,12781.543,14400.024,12504.888,8134.131,12479.261,15966.346,18061.94,15607.987,4068.93249805097,5069.675420676932,6113.723427053658,7376.877902724045,7203.00137700912,5726.425658341412,8933.996025026525,9347.6934354523,11131.962401285986,9313.423750154929,7138.037368446088,9333.708993185192,13687.728421726557,13249.034288174054,13609.681474352044,8071.322155129247,14970.471128204445,14633.635542166241,17310.37821023302,15054.302315278323,9776.824982442538,15792.897465316773,21373.157436893078,21897.711524983926,21013.781893938547
42,1674.3374,2557.2332,3280.5037,3650.212,3216.6414,3344.6262,5114.122,6555.685,7326.268,6423.535,5010.824,7670.819,9826.145,11028.312,9620.574,6673.0474,10227.198,13092.435,14756.143,12808.061,8331.344,12783.635,16354.542,18510.19,15985.742,4125.945552402871,5187.13172625904,6302.727502504224,7551.609069208464,7355.1305890610165,5835.401436495811,9192.462130845839,9578.737122473434,11410.737121091845,9520.431953571391,7342.214735510743,9658.038295666664,14112.413254204075,13649.472512970096,13978.470539315125,8308.335293504617,15406.623849253032,15084.572307009712,17787.754565765685,15503.950092198867,9946.388556257849,16026.08298322646,21930.008401337473,22470.25937949602,21615.055690127938
43,1714.1749,2618.09,3358.5808,3737.3345,3293.1072,3424.0674,5235.904,6711.483,7501.9927,6576.009,5129.694,7853.378,10059.554,11293.642,9848.563,6831.1533,10470.669,13403.34,15112.59,13111.085,8528.495,13087.935,16742.555,18958.816,16363.394,4184.777945605996,5313.939949740401,6492.724884731959,7734.213220827733,7501.063435270298,5948.7302833274825,9464.998865088626,9805.543228733166,11682.156357645901,9727.206892148115,7546.254229134302,9981.501356966834,14536.52142414628,14044.084169315185,14347.953892518235,8535.713995486592,15829.68711728238,15539.26757610368,18264.708676594004,15951.839248521117,10106.117979848928,16292.98804041687,22477.757284433013,23032.25214415848,22196.981219445304
44,1753.9811,2678.947,3436.5881,3824.621,3369.595,3503.5051,5357.612,6867.359,7677.7036,6728.43,5248.5273,8036.021,10292.998,11559.225,10076.553,6989.2285,10714.195,13714.168,15469.285,13414.036,8725.6,13392.264,17130.621,19407.818,16740.916,4231.959956641505,5416.918313090851,6645.658538394877,7886.682738338885,7624.174484234878,6042.072850831979,9692.412755887804,9989.006449019109,11922.344986594097,9900.686380590865,7711.222845202956,10250.964523946315,14896.418668577844,14371.217939241835,14652.63157760262,8723.761350054472,16165.896765705089,15913.189335972382,18645.061036844858,16328.503980004645,10228.865335064384,16524.827503482647,22935.569653652914,23476.67062251303,22675.698391561167
45,1793.8048,2739.8496,3514.6074,3911.8801,3446.0732,3582.9233,5479.3647,7023.158,7853.5386,6880.842,5367.38,8218.579,10526.393,11824.842,10304.48,7147.2446,10957.676,14024.96,15826.082,13716.934,8922.669,13696.605,17518.594,19857.256,17118.342,4288.246718438078,5536.654130434146,6835.007244561987,8071.871112028399,7764.36845796116,6157.277087432293,9949.927350209922,10205.206127083515,12211.04691500251,10105.123699303365,7907.051717166245,10570.852365956684,15334.056679367262,14754.789561088452,15020.448562340634,8921.603732760786,16575.38733837273,16349.849433399355,19090.24453195783,16774.86743976526,10396.246982405502,16829.002374211108,23489.039560622317,24001.657279399893,23246.059698024008
46,1833.5931,2800.7188,3592.6235,3999.0952,3522.4724,3662.3088,5601.094,7178.978,8029.3706,7033.27,5486.1523,8401.191,10759.746,12090.709,10532.298,7305.248,11201.094,14335.678,16183.233,14019.724,9119.646,14000.922,17906.477,20306.965,17495.592,4346.56970737456,5673.759860785352,7038.578940236284,8259.256171801257,7900.019063070354,6268.977717132159,10193.201061617929,10423.67372289375,12491.883338340735,10314.652078587398,8103.175568309893,10897.462763559119,15761.339131591774,15144.749298140909,15397.035106328323,9097.939706369063,16983.387084062757,16790.614886932493,19554.226813218575,17211.645622612166,10602.082150818916,17186.4487123543,24040.331756310177,24564.40691200197,23815.64606265197
47,1873.4032,2861.6013,3670.7239,4086.4912,3598.918,3741.699,5722.8696,7334.7935,8205.318,7185.6226,5604.9487,8583.811,10993.109,12356.681,10760.107,7463.2114,11444.577,14646.384,16540.59,14322.426,9316.559,14305.293,18294.324,20757.148,17872.79,4393.111435691236,5781.7935102410775,7212.537799961543,8421.969085407429,8010.462837130025,6366.251043442099,10391.08455473617,10612.42661528794,12722.822764435383,10497.116180320707,8270.66068978238,11166.784115101585,16114.254753880767,15459.173229925753,15720.533011910047,9224.406742161542,17319.728523651294,17166.03524358253,19920.250442889443,17568.67700214937,10773.08719323804,17504.87921633063,24492.542987664845,24944.669827177902,24305.59636850377
48,1913.2047,2922.4558,3748.6594,4173.6914,3675.3845,3821.1,5844.636,7490.5884,8381.303,7337.9526,5723.7007,8766.396,11226.421,12622.78,10987.827,7621.1343,11688.027,14957.057,16898.12,14625.072,9513.462,14609.66,18682.08,21207.596,18249.791,4448.316984557297,5907.498491505739,7424.024326920035,8612.890678346954,8147.031202841754,6480.531875854962,10610.289079938866,10830.791665881316,12994.38559799289,10715.62219016025,8466.921814846235,11468.507640728274,16537.83351357871,15839.303070398964,16119.916440429228,9347.942108861514,17726.177024645847,17630.637875410004,20366.70520121742,17985.419848661186,10938.40773876456,17894.86242809978,25032.784745308727,25392.594849563728,24894.49424935716
49,1952.9974,2983.3372,3826.7642,4261.075,3751.7854,3900.4858,5966.366,7646.2964,8557.391,7490.306,5842.4346,8948.997,11459.725,12889.024,11215.54,7779.0503,11931.464,15267.636,17255.947,14927.582,9710.266,14913.962,19069.79,21658.451,18626.672,4514.793417721927,6025.69262278512,7644.168070743279,8787.720781823584,8287.16975757821,6586.789252418669,10800.44071841533,11041.43458107808,13252.577478112957,10929.0770627372,8670.995044146384,11755.045969983927,16970.201419826943,16207.764788303612,16523.37242071898,9476.791564963818,18129.674337881865,18101.5375926258,20823.634680305822,18399.394701138608,11146.771025430564,18276.870780928166,25573.109933866803,25893.10323971619,25473.254001036472
50,1992.8121,3044.2166,3904.7273,4348.3228,3828.1968,3979.8315,6088.132,7802.1045,8733.533,7642.6104,5961.1587,9131.609,11693.064,13155.289,11443.154,7936.863,12174.937,15578.231,17614.062,15230.015,9907.036,15218.378,19457.477,22109.75,19003.402,4573.8709929055,6119.039421107851,7839.08799072736,8946.585147237085,8412.384858786801,6676.467431842062,10941.305180759246,11221.732478188469,13473.126521995075,11109.909899354596,8848.661571649478,11983.650480532944,17335.699388818128,16506.139039393453,16857.45645037014,9585.203579210633,18479.54818647638,18492.68509985705,21226.58195320609,18749.1645561908,11314.24906847295,18593.673205539544,26008.138102080247,26316.523245806162,25942.17903627013
51,2032.6116,3105.1853,3982.78,4435.6587,3904.6353,4059.2112,6209.8506,7957.875,8909.662,7794.911,6079.871,9314.2295,11926.356,13421.776,11670.776,8094.682,12418.337,15888.728,17972.25,15532.383,10103.747,15522.744,19845.152,22561.371,19379.98,4647.745899100247,6227.9284888757265,8063.168092158325,9133.842470654865,8567.74153070731,6785.271426538277,11117.592045533866,11430.790759138563,13734.373062647861,11320.745815995237,9075.78413722547,12257.029958232955,17774.81619244797,16873.220722934475,17248.208881856008,9697.32774980767,18893.938310514975,18949.462384951305,21723.26688549452,19164.164296667434,11510.670057573047,18971.128965888,26511.03016501545,26817.081566013592,26520.826226530055
52,2072.4185,3166.0247,4060.7832,4523.044,3981.1086,4138.572,6331.5796,8113.6216,9085.96,7947.122,6198.571,9496.851,12159.685,13688.359,11898.309,8252.487,12661.892,16199.323,18330.826,15834.676,10300.409,15827.133,20232.592,23013.342,19756.484,4717.008149067432,6333.160094768858,8282.153388172688,9302.322599220712,8723.530490012414,6885.776055998608,11290.64277664574,11637.770152183513,14007.779678948795,11540.983874078844,9296.337675479988,12538.00159315762,18215.900507811388,17235.271952397616,17636.53852738785,9795.63583659135,19310.564390370986,19393.71196391108,22201.70496561518,19580.056353775766,11726.35246665664,19343.819606882877,27008.44774995183,27281.62285860963,27082.767389501427
53,2112.1858,3226.8894,4138.8296,4610.4624,4057.5002,4217.895,6453.328,8269.322,9262.217,8099.4243,6317.232,9679.428,12392.855,13955.116,12125.822,8410.233,12905.336,16509.727,18689.627,16136.811,10496.995,16131.541,20620.158,23465.71,20132.83,4779.925220134018,6417.080729502436,8469.597221543108,9419.837838862357,8857.829890481898,6971.596755566794,11425.149890803157,11819.305630117005,14232.638962399202,11728.11745447712,9480.778207932812,12767.32145901913,18583.16371007631,17525.219194879774,17960.265301434712,9874.873387425632,19647.508799194464,19763.83108877685,22563.038670868096,19921.658782862007,11909.285166567062,19649.987877418305,27434.85772086362,27670.6267469639,27529.111914570727
54,2152.003,3287.8167,4216.831,4697.8486,4133.8877,4297.2505,6575.039,8425.114,9438.543,8251.647,6435.8506,9862.071,12626.074,14222.084,12353.231,8567.936,13148.802,16820.13,19048.658,16438.908,10693.571,16435.875,21007.533,23918.424,20508.95,4859.624334577342,6516.890321881511,8681.004499248855,9574.409797139473,9009.485386037682,7069.11340693206,11551.37879402441,12032.1134004511,14505.465940054637,11939.520983246004,9675.52064785643,12978.643804612562,18907.15842825002,17808.5036671266,18270.24823765775,9964.70168874134,19975.066746327084,20158.827403110212,22923.523367202222,20260.122344380336,12132.485561614052,20051.52808077504,27995.03202962327,28213.5456118995,28025.338819160123
55,2191.7764,3348.6138,4294.771,4785.211,4210.3257,4376.578,6696.872,8580.838,9614.92,8403.82,6554.4863,10044.588,12859.257,14488.991,12580.676,8725.6,13392.264,17130.621,19407.818,16740.916,10890.07,16740.246,21394.904,24371.484,20885.055,4928.63415004175,6590.430639315033,8850.869967734292,9705.699314498921,9133.11511417814,7149.062159443102,11636.266007789978,12214.908204493537,14742.579176565992,12109.412672576264,9827.386997586631,13146.600264229148,19166.28428669868,18044.197334043096,18510.986852349837,10040.707211574907,20232.236344140118,20484.457564684308,23199.174333595205,20540.661714437563,12320.806601735292,20397.497577219536,28470.822108639655,28693.462202008297,28435.063941895856
56,2231.5312,3409.4512,4372.7847,4872.5923,4286.7056,4455.862,6818.591,8736.498,9791.377,8556.01,6673.0474,10227.198,13092.435,14756.143,12808.061,8883.261,13635.718,17440.957,19767.303,17042.836,11086.488,17044.623,21782.164,24824.982,21260.97,5012.514378949433,6673.292538683005,9052.795678357492,9859.410697455593,9271.7519946819,7245.089492459884,11721.598816409578,12428.09370414141,15001.994061584122,12308.711184699618,9996.20794269838,13358.81469649725,19485.187368812134,18337.923258133764,18794.723302588274,10144.666232316342,20526.824676839893,20864.368033831655,23527.088243832677,20890.326949365382,12551.154514098973,20802.85933143533,29070.448947865087,29278.713852463814,28925.68113983083
57,2271.3398,3470.3699,4450.814,4960.036,4363.0913,4535.1953,6940.3174,8892.14,9967.935,8708.19,6791.63,10409.819,13325.608,15023.497,13035.318,9040.868,13879.194,17751.35,20126.94,17344.695,11282.892,17348.97,22169.447,25278.846,21636.791,5097.73867018603,6771.2585394478565,9258.397703193037,10031.814039535371,9431.772289862021,7340.688298764913,11836.57563714564,12639.782847273998,15243.409382162175,12515.1382687868,10141.085648244187,13569.252108869316,19803.876867497307,18646.181656594308,19079.034970924018,10276.482788918174,20853.106002122902,21242.956927323015,23890.01719780842,21270.267398619017,12809.110150512432,21229.35186659263,29641.2106270938,29894.324473677425,29420.014678389532
58,2311.133,3531.2498,4528.8228,5047.4634,4439.4883,4614.4727,7062.0557,9047.873,10144.497,8860.329,6910.197,10592.429,13558.727,15290.812,13262.541,9198.405,14122.681,18061.627,20486.947,17646.49,11479.225,17653.375,22556.709,25732.957,22012.447,5168.40619544091,6860.633840280912,9426.060096261612,10172.754458912408,9574.166313565225,7421.140508988966,11937.145932387071,12816.369565673524,15434.150630389722,12697.51722032126,10261.699886949022,13733.813553673846,20067.924849983578,18910.085164343178,19332.275301550515,10406.13055303819,21140.827520391194,21560.87702042152,24214.35768363175,21604.624404939357,13020.779287615856,21590.88833994032,30108.625016628284,30412.204447078133,29835.394452734403
59,2350.8875,3592.1453,4606.7793,5134.924,4515.855,4693.8057,7183.816,9203.521,10321.1045,9012.435,7028.726,10774.997,13791.888,15558.416,13489.76,9355.944,14366.138,18371.918,20847.21,17948.148,11675.503,17957.719,22943.793,26187.578,22387.94,5251.321019360476,6952.494104917149,9628.520587727578,10301.806098736028,9732.861992935796,7518.520674357291,12042.887892535015,13027.512385531167,15651.772420372512,12924.870741045797,10422.505774361112,13929.812227864735,20379.76618903627,19221.023631453823,19629.229328823407,10567.976957244278,21496.988133607534,21950.391735691315,24633.74645074741,22017.07070004227,13264.780940760711,22021.12866210159,30676.20139085324,30991.358712686342,30332.852926249387
60,2390.6824,3653.035,4684.7266,5222.411,4592.2373,4773.0674,7305.559,9359.263,10497.838,9164.501,7147.2446,10957.676,14024.96,15826.082,13716.934,9513.462,14609.66,18682.08,21207.596,18249.791,11871.737,18262.137,23330.902,26642.61,22763.38,5343.897332865293,7047.086051605122,9838.201892714387,10450.59323867239,9901.89706677365,7620.185570773272,12146.762637846288,13229.460862608563,15855.018867593984,13147.798611828239,10591.042520725832,14121.913171119142,20687.330875953063,19528.31088878891,19926.57090001701,10746.22337410182,21851.988090128478,22349.166636060585,25068.093124736035,22433.49867463365,13550.23960953823,22474.005114139953,31234.86840883329,31598.331422552586,30864.88552172168
61,2430.462,3713.9006,4762.764,5309.9375,4668.634,4852.309,7427.2666,9514.873,10674.498,9316.591,7265.763,11140.248,14257.977,16093.915,13944.049,9670.92,14853.166,18992.275,21568.363,18551.23,12067.917,18566.525,23717.975,27097.916,23138.645,5425.517140710607,7132.159400941862,10005.905439341503,10575.13760855977,10032.212627454288,7722.952784594529,12240.255287264401,13397.00575656623,16044.547545395235,13332.833515970364,10704.708268394854,14269.145516066941,20934.26250558318,19790.739851153943,20152.195618848997,10918.35949631738,22165.443050459868,22689.96037997782,25447.767022686872,22799.751600548872,13787.749137847532,22805.28469183291,31674.54092665109,32097.11306006498,31332.394224850737
62,2470.2307,3774.78,4840.7593,5397.4673,4744.969,4931.579,7548.9985,9670.459,10851.396,9468.598,7384.226,11322.834,14491.017,16361.892,14171.071,9828.357,15096.674,19302.418,21929.164,18852.688,12264.015,18870.959,24105.008,27553.54,23513.764,5514.163833010856,7220.096472912926,10207.545836734147,10690.271974886691,10185.639387440146,7852.665932360963,12397.454997552313,13588.867732066201,16273.151424169628,13550.733938934894,10844.488436337359,14439.082659605925,21228.227795223185,20123.299888924656,20420.531795903236,11143.921174708039,22550.44076869293,23104.553201486426,25866.217132141428,23243.421457535973,14041.54710770482,23161.61693518361,32156.83357302644,32677.13380586873,31876.81483187238
63,2510.0007,3835.624,4918.742,5484.98,4821.3276,5010.824,7670.819,9826.145,11028.312,9620.574,7502.708,11505.375,14723.961,16629.924,14398.057,9985.715,15340.175,19612.527,22290.32,19154.076,12460.092,19175.482,24492.13,28009.662,23888.744,5600.20078179131,7306.768307244454,10402.524375603447,10781.165260578531,10325.838150784879,7981.791951233551,12555.02315249402,13783.94793461039,16483.824641537536,13759.540977330716,10992.60739842718,14613.932378979587,21518.49599962872,20443.21859303174,20701.81082267819,11384.07427501263,22936.16520024004,23514.75223020814,26257.02317159563,23672.682176407736,14277.903715530505,23534.539352903557,32652.906288322374,33267.84581008621,32393.670962344037
64,2549.7607,3896.546,4996.7095,5572.456,4897.683,5090.0923,7792.586,9981.821,11205.183,9772.63,7621.1343,11688.027,14957.057,16898.12,14625.072,10143.087,15583.603,19922.531,22651.72,19455.295,12656.11,19479.918,24879.08,28466.09,24263.691,5660.278909752082,7370.806549359186,10564.113788454626,10840.992956161661,10435.725999848122,8083.346038556432,12683.6245459714,13949.045888345674,16660.53733635471,13921.485060757775,11120.388589144046,14762.887669612392,21751.099323692644,20702.339921307037,20949.419690633487,11565.081868965985,23256.496611267907,23849.31157956471,26602.487851594207,24003.311128751262,14464.345163937638,23825.280399476724,33067.37074519932,33755.37215072625,32799.995730042785
65,2589.502,3957.391,5074.6123,5660.063,4974.024,5169.318,7914.2495,10137.43,11382.135,9924.587,7739.557,11870.598,15190.016,17166.477,14851.987,10300.409,15827.133,20232.592,23013.342,19756.484,12852.023,19784.412,25266.115,28922.959,24638.367,5730.229362701671,7455.506673204073,10764.705192626076,10936.011984258294,10559.140580102687,8214.801848764113,12837.312190797471,14163.406766356296,16884.631963801676,14111.696150805144,11270.811225098536,14935.129014810522,22038.736649728828,21005.597434750278,21246.709433626216,11759.060279136329,23615.63756187099,24240.18370581702,27056.784363159615,24406.339723716013,14678.406529936088,24172.12621364447,33553.920529576746,34324.894873942605,33306.470047859046
66,2629.283,4018.2666,5152.678,5747.6226,5050.3447,5248.5273,8036.021,10292.998,11559.225,10076.553,7857.9653,12053.239,15422.968,17434.94,15078.832,10457.691,16070.654,20542.646,23375.133,20057.525,13047.934,20088.857,25652.979,29380.115,25012.963,5806.0560263682,7559.154544033157,10960.584403314419,11031.104301269761,10667.066236590705,8332.331494269836,12994.871077779075,14383.348385951327,17110.575023365443,14294.910052586854,11415.91845691369,15115.323282898347,22321.745144332417,21315.651606575404,21547.005016158833,11913.191861213376,23985.654368837117,24617.194294643206,27522.7856966691,24806.090982356352,14878.92438536633,24485.843664922457,34036.09927114192,34856.24073986426,33855.32997939136
67,2669.044,4079.1843,5230.618,5835.1826,5126.6753,5327.7373,8157.7417,10448.615,11736.331,10228.52,7976.3516,12235.8125,15655.875,17703.594,15305.656,10614.967,16314.169,20852.637,23737.258,20358.518,13243.794,20393.328,26039.895,29837.697,25387.459,5863.185993041111,7631.330301799096,11116.362420664333,11088.950395998665,10716.039535058479,8424.54841698466,13127.546527284123,14572.570700358312,17302.01978113212,14466.467132696356,11528.299872861477,15277.207456824437,22604.27427132189,21647.94683619336,21825.81265727694,12046.22428997274,24322.98667820944,24936.11929845791,27956.99431314547,25167.765243640915,15006.140469968323,24740.043992769828,34427.42742163008,35262.204598406905,34324.44829774486
68,2708.789,4140.0596,5308.588,5922.747,5203.011,5406.9785,8279.446,10604.184,11913.465,10380.416,8094.682,12418.337,15888.728,17972.25,15532.383,10772.165,16557.61,21162.518,24099.568,20659.398,13439.592,20697.79,26426.582,30295.633,25761.81,5930.68736963096,7700.167317725614,11292.532732497468,11160.319938079056,10770.646078116964,8523.393977407952,13279.771335943777,14818.819500579637,17522.914871006033,14684.671691361227,11654.046359392985,15464.479115044205,22986.0141102308,22063.933489692074,22175.27525941042,12187.47879924729,24744.780920598085,25310.885553902994,28500.99166119899,25602.49975632217,15135.337738788141,25047.430538199675,34877.08840360857,35772.06522974883,34826.82910741722
69,2748.5803,4200.933,5386.555,6010.334,5279.3438,5486.1523,8401.191,10759.746,12090.709,10532.298,8213.041,12601.024,16121.594,18241.178,15759.072,10929.366,16801.162,21472.38,24462.19,20960.273,13635.334,21002.254,26813.36,30753.965,26136.02,6013.784160648785,7773.115774024309,11462.107271040411,11235.072888369223,10831.176139758825,8635.558345257718,13459.708282544321,15039.07358668467,17758.440746556756,14916.795285857763,11794.7722424815,15645.157036770708,23358.906178555455,22502.39230331764,22522.059623935915,12338.257630306289,25201.91772649323,25704.349671858155,29026.722891456986,26003.12469772143,15287.00420811359,25298.30758529572,35323.59060044016,36279.489718107056,35320.886803920315
70,2788.3152,4261.8086,5464.5,6098.014,5355.64,5565.3667,8522.893,10915.322,12268.026,10684.152,8331.344,12783.635,16354.542,18510.19,15985.742,11086.488,17044.623,21782.164,24824.982,21260.97,13831.019,21306.744,27200.139,31212.668,26510.074,6090.4970388502115,7844.310049028389,11610.449200619798,11303.65540691002,10872.91810668104,8736.952967545329,13597.263065297999,15195.248044040962,17966.78564571153,15104.226609139892,11907.03743407957,15799.182159828604,23681.318252966674,22894.416018157597,22794.646657806534,12482.228273789302,25602.20000479763,26041.300762615803,29487.085198350673,26345.584339556324,15411.714650461561,25561.565388426097,35716.86036575777,36701.60091635442,35703.92043449048
71,2828.0771,4322.67,5542.3975,6185.6416,5431.9917,5644.5425,8644.645,11070.925,12445.344,10836.02,8449.63,12966.185,16587.36,18779.338,16212.354,11243.607,17288.111,22092.0,25188.014,21561.633,14026.662,21611.203,27586.764,31671.72,26884.037,6183.695976461415,7917.414573236318,11797.27052598432,11408.61021056925,10948.522939292337,8881.630263690262,13767.503630821988,15379.887074913919,18248.015714153287,15349.210073731028,12027.476344935392,15991.64241017897,24077.949086899083,23369.39541398193,23112.64466410673,12638.922337309317,26069.795817217673,26448.580372372056,30053.455557934507,26746.154469934234,15573.526871834632,25906.017466147998,36190.75939605848,37244.90106258017,36179.74140711913
72,2867.8176,4383.5703,5620.4214,6273.2686,5508.313,5723.7007,8766.396,11226.421,12622.78,10987.827,8567.936,13148.802,16820.13,19048.658,16438.908,11400.707,17531.62,22401.814,25551.234,21862.18,14222.212,21915.615,27973.443,32131.197,27257.832,6283.658843894581,7992.080639599403,11982.204963137588,11535.402582353057,11032.286401822892,8993.167505804728,13971.481689851324,15573.416447302081,18538.048651580848,15565.776875091395,12166.765920549218,16193.023090682946,24449.990086112757,23846.167455428636,23417.44434156524,12788.451242207744,26516.10365351516,26859.405582646545,30602.576397268294,27052.91364562201,15717.474365304397,26267.246694906906,36657.51217369311,37806.28008867919,36641.492459883
73,2907.553,4444.4297,5698.3516,6360.92,5584.5493,5802.8735,8888.124,11381.991,12800.229,11139.664,8686.182,13331.42,17053.004,19317.988,16665.43,11557.766,17775.064,22711.477,25914.79,22162.668,14417.774,22220.12,28359.98,32591.018,27631.512,6353.8793232453,8075.272175342302,12127.709470878899,11665.014014167977,11098.112358148763,9079.562565235085,14137.28945715759,15738.34089235703,18728.717806827655,15728.76750629998,12298.417212258135,16415.809572660462,24749.175279725816,24247.099339402223,23672.203728530312,12906.624833065633,26888.232805459156,27199.290061557385,30986.00964809542,27258.953968484344,15854.382681427242,26552.82913470964,37059.21603729101,38340.03312096031,37027.23332436884
74,2947.3188,4505.323,5776.3535,6448.656,5660.88,5881.992,9009.877,11537.475,12977.761,11291.377,8804.4375,13514.055,17285.848,19587.54,16891.926,11714.78,18018.557,23021.14,26278.502,22463.066,14613.237,22524.578,28746.535,33051.254,28005.104,6420.451423014453,8169.8147773828605,12310.431423470383,11831.992445346026,11176.601244176265,9185.533049473539,14324.89799618948,15930.654792189944,18888.872592434007,15937.01293423311,12428.051665526591,16699.224097591446,25092.7218288102,24686.986530121394,23988.233991687997,13036.416532970432,27358.906207495704,27611.91003002337,31466.501803785588,27552.569438718776,16031.574194669523,26912.355808958066,37563.215799270474,39107.44546570793,37522.161759180875
75,2987.041,4566.188,5854.291,6536.355,5737.1743,5961.1587,9131.609,11693.064,13155.289,11443.154,8922.669,13696.605,17518.594,19857.256,17118.342,11871.737,18262.137,23330.902,26642.61,22763.38,14808.65,22829.027,29133.014,33511.79,28378.484,6489.716374837026,8270.135597426459,12500.810067264641,12007.678545903424,11259.89321329361,9290.479216213407,14511.441908958162,16127.971286331729,19021.25504598227,16141.281153650089,12572.619211903497,16948.62376954533,25458.42748043608,25096.000955190822,24305.977316363565,13186.734030891814,27770.71306201549,28023.466847246968,31920.290009061835,27944.683776102393,16109.129786213114,27187.556006783543,38093.13577394181,39601.76066862626,37998.982914467524
76,3026.7896,4627.1133,5932.2515,6624.024,5813.4507,6040.3164,9253.34,11848.598,13333.023,11594.913,9040.868,13879.194,17751.35,20126.94,17344.695,12028.669,18505.62,23640.518,27006.795,23063.598,15004.066,23133.562,29519.62,33972.83,28751.803,6540.349264160693,8367.737242749854,12658.559168075086,12136.11075755238,11327.730818997963,9377.49326701629,14651.210217842896,16307.40065082519,19121.7793360854,16289.655172004504,12656.204246054447,17150.695883114924,25784.747528296222,25435.42082053208,24545.37467354423,13281.770092597428,28091.206490260327,28386.34415312264,32269.829568583606,28263.784596308975,16207.36064647312,27424.884608165656,38514.323027526545,40156.21142618649,38375.52403516233
