Frame,GT_0.25_R1,GT_0.25_R2,GT_0.25_R3,GT_0.25_R4,GT_0.25_R5,GT_0.50_R1,GT_0.50_R2,GT_0.50_R3,GT_0.50_R4,GT_0.50_R5,GT_0.75_R1,GT_0.75_R2,GT_0.75_R3,GT_0.75_R4,GT_0.75_R5,GT_1.00_R1,GT_1.00_R2,GT_1.00_R3,GT_1.00_R4,GT_1.00_R5,GT_1.25_R1,GT_1.25_R2,GT_1.25_R3,GT_1.25_R4,GT_1.25_R5,Ours_0.25_R1,Ours_0.25_R2,Ours_0.25_R3,Ours_0.25_R4,Ours_0.25_R5,Ours_0.50_R1,Ours_0.50_R2,Ours_0.50_R3,Ours_0.50_R4,Ours_0.50_R5,Ours_0.75_R1,Ours_0.75_R2,Ours_0.75_R3,Ours_0.75_R4,Ours_0.75_R5,Ours_1.00_R1,Ours_1.00_R2,Ours_1.00_R3,Ours_1.00_R4,Ours_1.00_R5,Ours_1.25_R1,Ours_1.25_R2,Ours_1.25_R3,Ours_1.25_R4,Ours_1.25_R5
10,248.75105,475.11063,710.95233,632.69635,562.346,497.34216,948.1192,1422.3159,1266.9922,1125.6516,746.6187,1421.1735,2136.3755,1902.1333,1688.1348,995.87244,1896.5354,2849.864,2539.1936,2251.3945,1245.4004,2366.9849,3564.0151,3171.7302,2811.8672,999.7442782904301,1068.8142225311226,856.336670610978,1125.0843568143598,1155.0123775294462,1257.2350243631977,1567.1091746769782,1377.361814068099,1799.7233853887074,1619.4439213002508,1754.096499983121,1800.774826822521,1646.2480464060347,2490.68446890458,2315.448831116553,2200.8516417991045,3132.176949449446,2438.509065826603,3354.0005012677584,3004.3783940125763,2860.926878297617,3367.820525994771,3691.0140524226344,3854.7098954906155,4104.519234157901
11,273.8158,521.3787,782.3765,695.8723,619.21576,547.4488,1044.6995,1565.0502,1395.5603,1237.8147,821.7673,1562.4911,2351.7908,2093.9688,1856.7562,1095.0347,2086.1548,3133.596,2790.5952,2474.8982,1369.6045,2603.4207,3917.3665,3488.1355,3091.4177,1100.7401982767967,1155.0660798314645,959.2107555771333,1206.0691253294667,1266.0337644756455,1348.7618017435457,1663.0919180491735,1514.9707393481,2012.9405486864703,1776.9017786278039,1950.7906929197663,2022.2611849846444,1819.1414757511773,2744.942989286477,2535.9852335370524,2498.1459016867248,3438.7912543824873,2671.2535610028917,3780.5631234553753,3350.0204988124597,3022.181063038241,3751.6474206230514,4080.766741196484,4243.611005086936,4392.179612726828
12,298.49213,569.86316,854.372,760.602,674.7604,597.16705,1138.1726,1708.3099,1519.9473,1349.8634,895.93335,1705.5908,2568.1655,2282.7883,2026.0632,1195.5222,2272.975,3422.8118,3047.0005,2699.4526,1493.8086,2842.8726,4273.8936,3808.402,3375.5154,1176.236475755349,1246.6395128192391,1044.4085205246126,1332.583227073956,1367.5844247464468,1399.4692371521492,1765.1310154812804,1648.2300867581105,2169.708879986354,1948.6484977403886,2105.220934452721,2164.9487661156504,1974.7104689507687,2892.602410738654,2815.6166510629832,2639.5002372730514,3635.648139497825,2896.526380376285,4013.5777337229097,3599.523456043063,3238.2210057014286,3934.895154734471,4435.994093337786,4561.361213954614,4598.097608530716
13,323.69397,616.54254,924.37964,823.4809,731.35596,646.9538,1233.0623,1850.4729,1646.1849,1463.7401,970.6935,1847.2742,2780.4734,2475.0352,2196.3984,1295.0272,2462.286,3708.0288,3303.2002,2925.4924,1618.1271,3079.308,4629.2783,4134.518,3656.7798,1278.2077881169528,1341.7611600154698,1146.042325349513,1447.3650470894308,1462.8163537604858,1506.853344926673,1886.561284219725,1805.5131000538292,2390.0110999422645,2117.744826867468,2288.9386035881716,2326.6411173094025,2122.6614724133897,3106.9956450871014,3126.59304499626,2798.709788420516,4055.94464157516,3195.0775464277363,4181.900792002183,3926.47784827983,3372.238840062919,4251.697482778018,4827.707989259059,4920.640141618128,4954.051488186309
14,348.43884,664.6842,996.35223,886.1542,787.4489,696.5578,1327.2664,1995.7662,1773.2681,1574.8292,1045.7048,1992.2932,2994.2205,2662.4382,2363.5576,1394.5093,2651.6768,3988.8135,3551.8826,3149.7957,1742.4569,3317.275,4984.252,4457.6636,3941.106,1342.6959310875693,1407.105773591281,1267.6439456890157,1571.8548604701084,1607.7720477940093,1612.224303320057,2011.73373196038,1923.4379534364114,2589.965666116954,2240.8353052674724,2421.8640362107135,2373.8384355960575,2400.7596633384865,3519.3692258697374,3452.190795145267,2882.2378026165848,4208.833648455725,3585.2251984164877,4319.378153983225,4143.706593200546,3398.29633826914,4428.101430531159,5242.941390424932,5114.058169962169,5227.749363848572
15,373.38934,712.25464,1066.2914,949.7871,844.3644,746.6187,1421.1735,2136.3755,1902.1333,1688.1348,1120.7393,2130.595,3206.8254,2852.8801,2532.088,1493.8086,2842.8726,4273.8936,3808.402,3375.5154,1866.7639,3554.8984,5342.3325,4778.0674,4221.114,1416.2794030118664,1454.487131057963,1361.5671749334108,1674.5183743063699,1720.134217616694,1745.3602608654417,2192.0181319534195,2092.2265720112277,2731.7213376699083,2414.6173754002093,2538.6276500665494,2555.5224734774783,2711.177272407041,3783.4297426197168,3737.121417110883,3046.178491420002,4440.5754592413505,3864.7007482158933,4696.484001586851,4389.88312993487,3591.8932140084753,4638.423416885764,5664.650448277845,5372.965238468197,5556.754836256731
16,398.20276,759.82513,1138.2183,1012.8488,900.27454,795.7886,1516.52,2279.2698,2028.5309,1800.0692,1195.5222,2272.975,3422.8118,3047.0005,2699.4526,1593.0623,3031.7605,4559.385,4069.4229,3598.6306,1992.1105,3794.2246,5699.865,5100.2075,4503.2007,1438.2737791564052,1557.4038888310993,1481.2373167831377,1811.2453709369313,1785.2953177478128,1886.0157105284418,2339.929363730331,2260.006187708998,2940.9795792431228,2544.277838633237,2669.205824165845,2698.9551936618873,3054.0537509639917,3940.647992219087,4132.742690969917,3150.4401769901174,4520.114349952897,4195.160044807723,5031.306024129913,4694.284158764895,3706.9883875209557,4800.338799328977,6203.164165790662,5705.860011027797,5841.445809415589
17,423.24463,806.07043,1208.7057,1075.7278,956.48175,846.375,1612.0037,2421.9812,2155.8652,1913.1006,1269.8025,2415.9949,3635.668,3235.957,2866.5662,1693.4812,3220.7173,4839.484,4324.7085,3824.83,2117.0,4031.517,6062.744,5424.0615,4784.282,1496.8648164816632,1697.131078056191,1581.9374632562128,1980.5863514237,1950.9892923936288,2013.796348251399,2512.2263212209355,2430.729651925212,3163.314982071169,2794.375776633429,2767.0250805264677,2872.0071831456157,3359.0350005411365,4152.359315364096,4334.776455695031,3322.964258235526,4790.155979264515,4520.207626357453,5329.328907128411,5014.22691059179,3786.6329048692596,5069.3171650137365,6506.944089827567,6090.812596000566,6173.356524902282
18,448.01236,854.2578,1280.6783,1141.3942,1012.8488,895.93335,1705.5908,2568.1655,2282.7883,2026.0632,1344.22,2558.6147,3846.9246,3429.2092,3037.861,1792.9177,3413.4668,5125.5923,4581.4565,4054.2058,2240.336,4271.757,6417.0093,5748.555,5064.8613,1568.3656128140155,1810.1533117994118,1634.6894740462858,2155.8953979838275,2090.0429090859816,2103.0281770165893,2662.601556195737,2606.9208376006363,3360.2351376821066,2997.8472374538137,2883.27908441721,2926.704224553422,3593.0917692810667,4443.533859016705,4492.535596072398,3437.620815326699,5017.650863961886,4766.656160827351,5740.865196615824,5276.820129281545,3859.5096999490315,5237.197415397476,6941.966479750048,6535.358825420252,6416.619349489754
19,472.25458,901.64545,1350.9144,1203.5192,1069.65,945.8115,1800.6863,2706.5586,2409.5288,2138.569,1418.5802,2702.9028,4060.0093,3618.0974,3206.414,1893.0396,3603.3604,5415.95,4841.5405,4276.0186,2365.6597,4510.6494,6773.8564,6072.775,5346.011,1705.5160109927913,1891.7933208442316,1754.4245406561909,2275.6536321285566,2271.1192122401912,2192.1931990141397,2838.1789233377067,2779.9774875192047,3646.6616560127172,3106.305385888259,3028.746452695746,3084.169974397007,3884.391243128728,4735.851779757065,4811.768993574587,3545.686572975091,5305.899206752094,5206.779634095071,6213.1213412812185,5545.621554553276,3821.6539058459375,5312.158398578585,7358.3988389241495,6904.3555425252825,6719.725843102577
20,497.34216,948.1192,1422.3159,1266.9922,1125.6516,995.87244,1896.5354,2849.864,2539.1936,2251.3945,1493.8086,2842.8726,4273.8936,3808.402,3375.5154,1992.1105,3794.2246,5699.865,5100.2075,4503.2007,2488.9158,4747.8506,7129.0586,6396.6284,5624.8994,1761.890505667929,2013.9959219307575,1904.0743328836465,2366.345942373349,2420.2927006785612,2272.926661799292,2949.8797957738484,2949.8797957738484,3915.086256307689,3329.159999502344,3214.1686630063004,3351.3556997144738,4157.694717117888,5082.9188653863175,5031.48471911353,3581.7953210843343,5557.358893710045,5350.135474779507,6625.745428183209,5902.148653414975,3881.8673079574037,5398.094413898385,7750.024878935606,7430.167947471418,7046.268097370657
21,522.90955,995.3241,1493.8772,1331.4248,1182.4072,1045.7048,1992.2932,2994.2205,2662.4382,2363.5576,1568.8201,2985.538,4489.7427,4004.716,3544.3655,2091.7524,3986.06,5991.343,5356.316,4726.3613,2614.0337,4988.5703,7485.2656,6721.9907,5908.083,1851.3674729578413,2103.6762545800943,1986.7573112823925,2507.083753560892,2501.343810382972,2401.4698955534986,3017.096054116987,3203.690718280849,4086.338230154316,3514.631102797078,3278.584214939593,3470.9194111210795,4382.985129050983,5184.483430716082,5139.419545127379,3610.5437121068376,5855.3680809189245,5568.6188302217315,6987.327550402916,6066.467557961259,4131.260349056854,5698.301496129774,8115.710111158419,7759.671142647613,7393.406383570057
22,547.4488,1044.6995,1565.0502,1395.5603,1237.8147,1095.0347,2086.1548,3133.596,2790.5952,2474.8982,1643.6716,3126.9014,4700.9995,4200.344,3711.2048,2189.7725,4176.639,6277.794,5615.006,4949.088,2738.2036,5221.83,7841.7017,7039.8125,6193.4146,1901.48561531762,2190.183350209964,2057.5045257187303,2665.9388391617726,2696.11757840806,2492.730580236967,3136.401056099806,3438.678529613833,4434.337568486498,3576.936500500612,3415.4000080839182,3659.187134974943,4598.4557121422185,5499.656060112911,5218.4054544435385,3650.3266822957494,6265.646922728377,5935.0796011770935,7281.24429807455,6240.017609537572,4312.895422931706,5801.877794101812,8593.52231927693,8122.61695386172,7949.923892272308
23,572.3079,1090.7163,1635.629,1456.5657,1295.9412,1144.6843,2178.2798,3279.072,2918.478,2586.8784,1718.1804,3268.9502,4912.3936,4389.964,3884.2134,2290.237,4365.9844,6560.2007,5874.656,5178.7837,2861.2654,5464.1147,8195.692,7361.4727,6476.3696,1957.8133190816804,2187.5197156326853,2211.4154381042563,2826.811575192737,2829.0269819192154,2596.487270642084,3345.029694705152,3586.9351606135447,4660.119534741197,3788.2471796509144,3358.6657298003324,3914.317600973557,4915.470657330598,6010.570808098451,5310.953786141614,3648.17329971554,6480.4360544899955,6290.878925619822,7712.735673744212,6378.963001795869,4364.696116588702,5911.547480609515,8919.083294684839,8329.21391660746,8209.889801997959
24,597.16705,1138.1726,1708.3099,1519.9473,1349.8634,1195.5222,2272.975,3422.8118,3047.0005,2699.4526,1792.9177,3413.4668,5125.5923,4581.4565,4054.2058,2389.628,4559.659,6845.418,6139.6523,5400.8706,2985.4468,5699.9336,8548.152,7684.4814,6760.1704,2037.6066033128673,2301.6543635240046,2298.998931269802,2939.0404339421766,2948.6533184728582,2701.5482632165827,3401.484483928191,3676.676769212576,4929.752076941144,3947.9832658276314,3343.870991641897,4126.022337541133,5256.266131550811,6101.258517603535,5507.5116422865685,3655.9594520678666,6693.734097495943,6676.567513443671,8165.852067786781,6588.78759327993,4605.367138604344,6140.444150025409,9179.666690912798,8673.718329238514,8594.329283250074
25,622.0033,1186.9312,1778.1576,1583.1233,1408.5382,1245.4004,2366.9849,3564.0151,3171.7302,2811.8672,1866.7639,3554.8984,5342.3325,4778.0674,4221.114,2488.9158,4747.8506,7129.0586,6396.6284,5624.8994,3108.5312,5938.586,8907.216,8014.1616,7037.6416,2127.8452005001022,2403.352381615405,2398.6958816376873,3064.1454685034023,3090.313699307756,2892.2050968876547,3548.574530803888,3915.4832631006275,4962.666042921304,4125.892790970874,3416.717283440779,4351.1078065065785,5516.885651616138,6632.558736922209,5608.9738432974245,3738.2245463436157,6998.972625093737,7002.126998480294,8369.060753868906,6838.654603130417,4838.80947403038,6229.878927086668,9532.412490049677,9144.712857690907,9180.359873430622
26,646.9538,1233.0623,1850.4729,1646.1849,1463.7401,1295.0272,2462.286,3708.0288,3303.2002,2925.4924,1942.9863,3698.5125,5555.3716,4971.7764,4388.296,2588.5005,4937.915,7410.5283,6655.6157,5851.2134,3234.4148,6178.2207,9261.093,8335.411,7315.456,2161.353354067441,2559.3863933530174,2507.292243914109,3237.1632104947457,3229.9643394876675,2970.5794881941047,3634.271250472922,4100.522394916089,5148.935597869612,4435.44219735981,3472.351649207783,4534.896659462408,5829.910545477336,6916.885400483003,5927.4263606358545,3793.139258166805,6921.8978242067315,7222.65085092902,8586.803075394893,7085.054049411689,5033.830992482796,6742.208879995548,10170.874737390732,9513.366895069394,9548.488659360597
27,672.2927,1280.13,1921.5773,1711.3716,1520.0844,1344.22,2558.6147,3846.9246,3429.2092,3037.861,2017.5636,3842.6748,5772.7744,5162.995,4560.459,2687.8914,5127.4316,7697.8936,6911.9297,6078.647,3359.0874,6416.7925,9617.209,8658.236,7597.543,2254.379623402164,2577.946937005628,2619.7657912051955,3259.8469605926603,3271.650839151559,3081.8628383185646,3769.0951539494754,4277.788840883637,5297.491222561692,4601.929924067048,3450.235704027506,4608.094886309283,6057.991081013475,7120.700624744171,6203.708759377027,3799.004443035588,7204.372804984828,7506.534034568016,8979.068546273942,7204.359285617228,5257.893263426265,6961.321813853699,10617.2160113574,10132.53788352892,9788.527870976493
28,696.5578,1327.2664,1995.7662,1773.2681,1574.8292,1394.5093,2651.6768,3988.8135,3551.8826,3149.7957,2091.7524,3986.06,5991.343,5356.316,4726.3613,2786.8481,5320.2153,7985.967,7165.296,6305.806,3482.0234,6651.3774,9966.059,8985.792,7874.329,2269.825021928451,2641.4356744830925,2717.1194371140887,3408.5546079984,3342.9365209157363,3127.1885395401023,3859.1905595877606,4494.134540086795,5603.396873230032,4759.420838927859,3614.1082731218667,4613.94878926508,6304.09143520497,7356.299159233819,6398.607342001379,3824.2621552546575,7354.087855410546,7839.472375365027,9412.029337709155,7507.805515682677,5238.996916923259,7216.850334202259,10893.774918320449,10539.398929483117,9904.866628187354
29,721.62256,1374.1284,2066.642,1837.1294,1631.2877,1445.6555,2748.6455,4130.6797,3681.7302,3262.9182,2166.204,4126.487,6205.09,5552.3784,4897.3135,2886.5356,5512.085,8269.882,7423.895,6532.3257,3605.108,6888.35,10324.985,9308.687,8156.6216,2328.221519323422,2686.66311735544,2803.0793456863303,3546.8159694580686,3420.5387152091,3211.448941345331,3891.6400735027037,4625.238399053953,5760.122493915452,4948.726773859343,3629.1687093871446,4803.889120009856,6535.915845230427,7527.232452918261,6601.862083854459,3892.5831063509386,7329.972503657454,8125.1008119162025,9581.875703847805,7634.583833387779,5288.148178546286,7282.236870412312,11317.566311588695,11035.267041113191,10289.70761348945
30,746.6187,1421.1735,2136.3755,1902.1333,1688.1348,1493.8086,2842.8726,4273.8936,3808.402,3375.5154,2240.336,4271.757,6417.0093,5748.555,5064.8613,2985.4468,5699.9336,8548.152,7684.4814,6760.1704,3728.7754,7126.682,10674.544,9625.503,8434.55,2384.4387421074307,2726.7890470486923,2899.2301166098355,3651.925789680671,3441.1868015694936,3171.367924991125,3944.068012450543,4691.227458895989,5798.829644361682,5103.958916472042,3842.426054609284,5025.344611487659,6792.940201999754,7848.385624255786,6786.671951112628,4070.0618337997853,7428.518452941617,8502.94723213348,9725.765761427536,7719.704343280771,5319.6009117825415,7633.215904207829,11780.427677225267,11464.302868639474,10861.420547307976
31,771.82056,1468.4697,2207.7085,1966.4517,1744.3191,1543.824,2937.5564,4418.7983,3940.6719,3487.5413,2315.1646,4415.0513,6632.516,5940.071,5235.813,3085.123,5890.3066,8836.614,7950.3003,6980.886,3851.163,7363.175,11023.805,9949.334,8714.329,2447.8315785977125,2848.0046688838374,2991.260133282706,3852.668972889598,3562.670819693203,3295.2415442156157,4066.105818185391,4875.212939909964,6050.676227846513,5244.28259904527,3905.6749768352493,5212.189551708124,7046.148363254858,8054.835546334003,6988.307021388895,4220.477407339832,7810.516618065606,8900.22515765598,10034.05799201755,8045.024643147004,5513.425674761094,7807.474118389457,12342.609641923533,12082.836058449016,11350.817583969725
32,795.7886,1516.52,2279.2698,2028.5309,1800.0692,1593.0623,3031.7605,4559.385,4069.4229,3598.6306,2389.628,4559.659,6845.418,6139.6523,5400.8706,3184.8909,6084.382,9116.302,8204.74,7206.926,3975.733,7611.2637,11368.405,10284.314,8991.961,2497.1078438519294,2878.9026047882858,3117.21562080568,4028.7611461801816,3656.844345243304,3333.9422519557384,4046.5235576329674,5017.732413246983,6247.568905035834,5349.712646485375,4118.43761017589,5261.820546649604,7273.386135238476,8223.521812307301,7041.3694106308,4287.590938090798,7871.577123662978,9236.20984062739,10203.295144309885,8258.173320233444,5527.976096560142,7974.115204415133,12478.790853991286,12581.40886163544,11911.724954378216
33,821.7673,1562.4911,2351.7908,2093.9688,1856.7562,1643.6716,3126.9014,4700.9995,4200.344,3711.2048,2464.1594,4701.5596,7059.7134,6332.676,5570.6343,3283.7446,6272.6074,9397.772,8469.623,7428.4873,4102.2334,7841.5303,11723.311,10601.657,9271.352,2485.5340583411767,2983.7209977405632,3237.969227932282,4154.135994511868,3695.06594855023,3361.8851262413355,4127.467406521444,5226.58996637896,6395.34286694163,5551.415485385542,4081.8244273507994,5317.40073083604,7609.3462349528345,8363.766027614734,7391.482090684914,4510.703184315725,8128.485710063084,9569.870851955853,10544.20976115373,8555.9325924283,5775.963543090716,8520.181503041253,13122.857121655317,12998.365563476047,12086.786711790663
34,846.375,1612.0037,2421.9812,2155.8652,1913.1006,1693.4812,3220.7173,4839.484,4324.7085,3824.83,2539.3308,4843.5054,7270.422,6524.9,5734.709,3383.2383,6463.1406,9687.993,8722.166,7651.328,4224.975,8080.571,12075.656,10926.722,9555.427,2494.0789490639327,3113.6878527746844,3435.256285270634,4348.7095695665275,3834.6724146746333,3389.508719970522,4261.641512306197,5445.650102859781,6661.313128741592,5690.760964166449,4094.2947616520637,5495.1628001920935,7844.8801241598085,8581.993614987125,7703.006415691867,4619.4214015337075,8311.580576822786,9808.695028793027,10906.809789016594,8791.531845760444,5944.754707838586,8784.232691740905,13309.670973724582,13355.098659179008,12427.903746306414
35,871.3484,1658.4318,2495.1648,2219.9094,1968.6451,1742.4569,3317.275,4984.252,4457.6636,3941.106,2614.0337,4988.5703,7485.2656,6721.9907,5908.083,3482.0234,6651.3774,9966.059,8985.792,7874.329,4350.9043,8318.332,12434.422,11252.335,9835.549,2484.018624901979,3167.3745269427454,3521.9503326545628,4455.202237477629,3933.5288377554416,3437.384693819277,4472.370272081068,5592.649201077457,6899.999643969397,5896.368578911857,4163.177751569608,5614.89796267228,8158.413501584721,8728.756968226822,7757.235860827732,4754.417552547089,8460.665730935089,10094.624218870675,11191.46466150968,9021.803452389779,6122.992701125394,8728.407015599636,13510.277709436603,13830.298448824244,12732.855546288936
36,895.93335,1705.5908,2568.1655,2282.7883,2026.0632,1792.9177,3413.4668,5125.5923,4581.4565,4054.2058,2687.8914,5127.4316,7697.8936,6911.9297,6078.647,3579.9863,6841.659,10250.934,9240.393,8102.6763,4475.9307,8559.291,12791.772,11583.729,10119.418,2534.828443817268,3216.6662988556823,3610.0151347044452,4555.438055894567,4135.3283291009475,3534.085729240771,4660.7442293448,5744.535088084876,7135.78946313216,6071.332327114903,4145.895814819716,5801.369873267196,8369.105193054387,8901.071425002365,7922.689249652061,4690.731671449468,8627.353979867865,10268.488032098949,11570.805577429961,9229.952442198206,6491.469796594726,8968.367354278387,13783.427121879004,14037.089147154882,13001.209995214933
