Frame,GT_1 mm_R1,GT_1 mm_R2,GT_1 mm_R3,GT_1 mm_R4,GT_1 mm_R5,GT_2 mm_R1,GT_2 mm_R2,GT_2 mm_R3,GT_2 mm_R4,GT_2 mm_R5,GT_3 mm_R1,GT_3 mm_R2,GT_3 mm_R3,GT_3 mm_R4,GT_3 mm_R5,GT_4 mm_R1,GT_4 mm_R2,GT_4 mm_R3,GT_4 mm_R4,GT_4 mm_R5,GT_5 mm_R1,GT_5 mm_R2,GT_5 mm_R3,GT_5 mm_R4,GT_5 mm_R5,Ours_1 mm_R1,Ours_1 mm_R2,Ours_1 mm_R3,Ours_1 mm_R4,Ours_1 mm_R5,Ours_2 mm_R1,Ours_2 mm_R2,Ours_2 mm_R3,Ours_2 mm_R4,Ours_2 mm_R5,Ours_3 mm_R1,Ours_3 mm_R2,Ours_3 mm_R3,Ours_3 mm_R4,Ours_3 mm_R5,Ours_4 mm_R1,Ours_4 mm_R2,Ours_4 mm_R3,Ours_4 mm_R4,Ours_4 mm_R5,Ours_5 mm_R1,Ours_5 mm_R2,Ours_5 mm_R3,Ours_5 mm_R4,Ours_5 mm_R5
10,457.446244570534,602.5184678146796,731.7722690638687,883.4460112458553,741.916487466269,914.6218240342516,1204.9002857423984,1463.4099925176556,1768.254347494855,1483.0089688692078,1371.558816879853,1807.1970631392167,2194.950352768832,2654.630981282992,2223.249466173969,1828.1878519224774,2409.3426377009564,2926.4038231055492,3542.6142594536627,2962.6195353636153,2284.55596338512,3011.336803467645,3657.924536018932,4432.121683550802,3701.2486228838984,1589.3430495665973,1618.5472088870094,1267.9745462480478,1808.0124847231054,1699.9674057397535,2058.2188722111227,2914.0226169756947,2041.1898284051085,2706.163073667053,2394.30283534174,2734.673966307526,2802.0261561198176,2505.2797021156757,3304.9718330389946,3566.0726881974056,3359.8770048198357,4488.458124153594,3373.914702700945,4537.0375284845295,4372.174580983504,4287.190576855628,5352.4724631169765,5175.5540007129775,5717.172941489282,6235.410639841759
11,503.17747868135,662.7686610118234,804.8790461984188,971.8177735063591,816.0625155718684,1006.0659427379956,1325.4593294151273,1609.8019747900523,1945.4042000676227,1631.1291004509903,1508.5626049743369,1987.841377813017,2414.3613024000742,2920.9021432317963,2445.1587715303117,2010.7733532917446,2650.170338146534,3218.982732822252,3898.1610038168337,3258.1740361967863,2512.654468025281,3312.330439066086,4023.6525615150117,4877.498738683077,4070.199681141397,1746.9994777261227,1778.0948506419272,1400.135513981391,1993.1066843931567,1872.5073178749524,2239.564944885926,3170.8136329500385,2260.8716173738026,2973.242411077011,2635.005079426196,3001.0704762663827,3074.8324155926234,2771.76369030553,3605.3812906650555,3938.299795023616,3683.919135258981,4899.362498275046,3706.08744296701,4947.969453620889,4817.970332385108,4621.245114961653,5876.564417255855,5737.369499316136,6250.5751153691845,6833.479467426471
12,548.8816778845678,723.0948564473734,878.1431586860804,1060.221396693351,890.2206814373211,1097.403716291286,1445.915092324497,1756.0469253822023,2122.5255473698426,1779.2194412231956,1645.558381028508,2168.529137941565,2633.887005214558,3187.217738477779,2666.976814670121,2193.3163138615755,2891.010898765594,3511.6998420726172,4254.178539753203,3553.530657870208,2740.661672258498,3613.2195543243874,4389.450426468257,5323.229733383709,4438.927901034759,1877.6766322310446,1907.3332747945121,1509.7265249426882,2143.3975798728316,2013.4605240109688,2391.032813007168,3374.568357447418,2445.1532099101105,3200.524850310941,2828.920258839039,3217.7740703045747,3297.1787369529343,2994.79129670052,3834.2246264821715,4241.845809822891,3945.8559978816766,5229.2138452042345,3980.8033330029098,5285.8420874665435,5190.479887948952,4899.462514531618,6276.091543922833,6194.614293978275,6688.8569352628865,7305.532314405508
13,594.6397793123352,783.3394350010454,951.2774517464416,1148.7047252068387,964.3482465687136,1188.8211818007132,1566.3411727180282,1902.3702190315635,2299.923949729407,1927.2431894295796,1782.527673129919,2349.144282876916,2853.3444262476282,3453.7615822966964,2888.741520136021,2375.835116451228,3131.682838316735,3804.2533445617364,4610.265419369574,3848.8546731053502,2968.634853188173,3914.133202781058,4755.271380615278,5769.335051144616,4807.554944439896,2030.1018192590457,2054.967638894366,1641.0076051492185,2320.6137718671102,2178.5451841790605,2568.3129771238346,3609.5587207733215,2670.58641779005,3471.3174645355834,3061.0705002255722,3471.1446032551116,3558.446252413957,3261.083102761678,4108.534243216169,4603.596635482186,4243.246437915046,5623.28334260224,4307.6232565956,5704.548027660645,5627.181545931355,5190.142995729902,6750.195918825682,6733.815258603617,7215.7631118975105,7860.525588489454
14,640.3374217330801,843.5708089278234,1024.392895101175,1237.1603693455493,1038.4738930813244,1280.1686230970327,1686.8135904110707,2048.6787175202894,2477.3749797486043,2075.2627469005342,1919.4771569595891,2529.7691070473265,3072.7617728853634,3720.3937940066508,3110.3767865040036,2558.2732048593452,3372.4806758755853,4096.870104022269,4966.600760182339,4143.955197727681,3196.496075147302,4214.8819084409015,5120.942311338775,6215.789256822765,5175.903766261051,2145.5265896565656,2176.9993912207037,1792.2273632333713,2502.7446883757584,2354.5183180706154,2715.852513097487,3802.4990507242537,2928.1400141813547,3745.235082290104,3299.992859289768,3663.9114736260603,3767.566476275496,3616.252095480118,4458.516959363271,4972.694311546554,4453.123281515436,5999.980026494713,4688.342943048112,6175.454569094204,6033.1745154911005,5352.616440065424,7141.7045878446415,7368.224713369885,7713.607590243639,8372.150967961057
15,686.078333693035,903.7971234019643,1097.6129103009316,1325.664512055145,1112.5939483463205,1371.558816879853,1807.1970631392167,2194.950352768832,2654.630981282992,2223.249466173969,2056.4066439444478,2710.3836603334767,3292.2325799038713,3987.1639399025994,3331.9955443239614,2740.661672258498,3613.2195543243874,4389.450426468257,5323.229733383709,4438.927901034759,3424.342079578271,4515.7579734453375,5486.799188917876,6662.71481729886,5544.012640974565,2231.7515742875003,2278.7372236286146,1931.1096528935589,2661.116591815196,2508.23578238139,2838.126528575464,3955.4491323287166,3142.1213902439117,3975.652409374572,3511.557014314608,3810.1683628424976,3928.4074211201764,3949.7380755230693,4798.960404911506,5275.244754897885,4596.233876105117,6325.92574481684,5030.836682742677,6602.034793219411,6371.015753592357,5476.82185498513,7446.908276130499,7934.834915976271,8140.9752295955395,8757.699051999363
16,731.8050100338304,964.0289023554197,1170.7522866800712,1414.1936213960162,1186.703534894896,1462.896850439583,1927.7010011462542,2341.305708032136,2832.1767975055714,2371.176619439293,2193.3163138615755,2891.010898765594,3511.6998420726172,4254.178539753203,3553.530657870208,2923.045276939755,3853.9291690585237,4682.032983075645,5680.031996533036,4733.840259316014,3652.1052342163175,4816.523481345352,5852.644742113321,7109.954546866431,5911.9637722806,2340.5845233805785,2413.136552497797,2102.305263576325,2851.1782224977874,2695.1928504271127,2976.527078675951,4152.0674297036,3378.322260764874,4245.861153387247,3770.211296652476,3990.719822237699,4136.240014267756,4356.083429065197,5199.271164802129,5622.117714420878,4754.17479697953,6721.118606307177,5434.3144376517175,7123.230347938753,6746.131612884815,5639.64311700199,7842.73331559163,8606.518128183283,8668.620280992045,9189.510789619117
17,777.4949322826834,1024.3035341381653,1243.91504048463,1502.611704211193,1260.7283141860755,1554.2579011971272,2048.056442633908,2487.58373781422,3009.6245242293453,2519.143989852854,2330.178925207423,3071.555732248051,3731.116392822423,4521.2603009236855,3774.988605260902,3105.3586565774617,4094.601476586284,4974.698451665421,6037.164993765058,5028.569268866461,3879.764862635485,5117.2466577768955,6218.428390137219,7557.597770503874,6279.673196591415,2451.063545086597,2549.653299387468,2268.078997994951,3053.0727339346067,2887.3009804996236,3122.081119069173,4330.550346904038,3616.956055301653,4501.633509167202,4029.1832125480364,4160.252540611785,4375.051501776967,4766.917153222213,5599.121226965228,5979.899471713211,4910.554392847808,7101.113954974177,5838.884590051099,7638.852417439381,7112.7759685810015,5787.137033662939,8212.674242867975,9267.510164566922,9195.290692084027,9624.613244944816
18,823.2224198011467,1084.474325583163,1317.0486623515092,1591.1916871586166,1334.8439019172924,1645.558381028508,2168.529137941565,2633.887005214558,3187.217738477779,2666.976814670121,2467.035544696462,3252.0939452318257,3950.578859161469,4788.432090490852,3996.3618652949363,3287.6558575875674,4335.267386483861,5267.336474911816,6394.488037282712,5323.18241066612,4107.383760281408,5417.9275862094855,6584.2711174596025,8005.690004290542,6647.206021233639,2544.67625820456,2667.767462289435,2406.324467874908,3229.403626237145,3046.2154307715296,3239.801764825125,4465.692084300953,3817.6185735292047,4711.504601839382,4239.066373402386,4300.179395838474,4580.10233133918,5109.289055870205,5925.862241812943,6283.691015200757,5040.1219505847475,7428.382375070622,6177.344115848518,8052.141190139076,7407.5190979229255,5913.661330645335,8522.112806428444,9797.124678288785,9646.410951034755,9977.969363662109
19,868.9067404075062,1144.685687285697,1390.3062397858014,1679.7071708748379,1408.9238757266971,1736.9040370384246,2288.943644576582,2780.1892593332764,3364.8726200612355,2814.851565133845,2603.855826090288,3432.609256746741,4169.984514459156,5055.753086996475,4217.702130299021,3469.9203796864012,4575.892743252202,5559.964808123228,6752.168120440315,5617.5617806244545,4334.9534672433,5718.580352774733,6950.116328943903,8454.095696392305,7014.490379679303,2653.1697256650673,2808.8787437682404,2570.8281961861817,3443.98990271304,3248.16874970832,3372.2682557638263,4622.624646885779,4075.336392977039,4970.651762978822,4492.733328698395,4466.109562396502,4832.67447210647,5529.242211335994,6308.852897560097,6637.2197656569515,5185.5646050697915,7829.874545060086,6584.881946230978,8534.299724194449,7759.582783777514,6082.410071289824,8888.691492851722,10417.864986732488,10208.791295962701,10422.127557297199
20,914.6218240342516,1204.9002857423984,1463.4099925176556,1768.254347494855,1483.0089688692078,1828.1878519224774,2409.3426377009564,2926.4038231055492,3542.6142594536627,2962.6195353636153,2740.661672258498,3613.2195543243874,4389.450426468257,5323.229733383709,4438.927901034759,3652.1052342163175,4816.523481345352,5852.644742113321,7109.954546866431,5911.9637722806,4562.464489254983,6019.215200642398,7315.865145763354,8902.842818157544,7381.656488101679,2767.4061747397363,2952.587660954437,2738.258324970512,3660.342696257533,3450.325558694176,3512.7882588775183,4765.4325196633945,4330.987240536344,5245.225300855449,4739.023543633293,4625.87003258022,5089.4628923972,5942.543014831534,6682.806330621267,6990.916253917548,5314.868197787776,8248.719984876114,6992.4541977882245,9009.313650154185,8104.585005468563,6254.845963438412,9241.367534786707,11052.299694305811,10769.463937047378,10886.141425339098
21,960.3293839494273,1265.1585783144483,1536.5508408578846,1856.7947389218816,1557.0882920438826,1919.4771569595891,2529.7691070473265,3072.7617728853634,3720.3937940066508,3110.3767865040036,2877.471693696392,3793.6993371063186,4608.927606448521,5590.781237328074,4660.128249608967,3834.2349786808736,5057.091515996357,6145.247933858083,7468.121112688399,6206.1275102981635,4789.866862467618,6319.804889689445,7681.7199533760195,9352.110699330486,7748.553133006022,2859.14414937444,3071.261592575372,2880.5553879358145,3833.068247716751,3620.0314399028757,3622.616672551288,4884.632012388653,4535.604558004605,5476.859648551987,4942.268758117757,4754.9713502517825,5314.812848345754,6299.422850626033,7005.685698412618,7292.735581521346,5401.264375073385,8599.652528381735,7326.95959880947,9400.045736111966,8347.58064430454,6401.23744096791,9534.318364347097,11580.942552886703,11237.604046248996,11293.53049279945
22,1006.0659427379956,1325.4593294151273,1609.8019747900523,1945.4042000676227,1631.1291004509903,2010.7733532917446,2650.170338146534,3218.982732822252,3898.1610038168337,3258.1740361967863,3014.2133593621766,3974.2976443170455,4828.307297582087,5858.562401062845,4881.196500929234,4016.3487588764465,5297.701503026255,6437.928443563081,7826.485742930404,6500.227795008992,5017.253428497751,6620.362046966226,8047.481429135884,9801.68208528049,8115.240973332048,2966.1372293836484,3213.7615431698205,3051.9201818891265,4040.062480844273,3827.405527884481,3756.4920769234595,5029.746579473723,4782.103950620974,5763.630938268955,5182.759460616585,4874.5099673267205,5576.414041998954,6727.700275816643,7394.9781645224275,7634.187421629639,5487.824346250072,9012.01958021246,7725.96106887494,9851.629825940094,8645.5481769532,6551.9157412506975,9881.069323502088,12205.769280338223,11820.119338528364,11809.888135880788
23,1051.7264081550009,1385.6585641928325,1682.8894271268832,2034.0016979457278,1705.1577812013509,2102.039015006261,2770.5994959480886,3365.337544197467,4076.1839233209134,3405.841312345281,3150.964883857202,4154.771344020137,5047.851090376141,6126.48271969781,5102.228533080188,4198.394119346356,5538.231602421389,6730.575341337946,8184.974234814535,6794.145996684569,5244.562221265769,6920.895661111263,8413.425749716322,10251.570740299652,8481.795978211474,3072.121392181198,3352.2020381357283,3219.946291242634,4244.1933463222,4031.6409982943887,3889.996956793279,5182.844911938379,5035.278205349439,6064.725362881254,5422.800998562656,4977.13049707908,5832.601323055507,7155.40580029943,7803.0010300018175,7968.359780981841,5559.774956045261,9420.070289713447,8118.426622554224,10293.574570574303,8954.894936443645,6662.3926053444675,10233.045914872167,12831.654535382788,12390.428346015879,12338.360048826777
24,1097.403716291286,1445.915092324497,1756.0469253822023,2122.5255473698426,1779.2194412231956,2193.3163138615755,2891.010898765594,3511.6998420726172,4254.178539753203,3553.530657870208,3287.6558575875674,4335.267386483861,5267.336474911816,6394.488037282712,5323.18241066612,4380.442710014659,5778.752099437293,7023.215958672194,8543.839272169458,7087.97426210909,5471.775846459421,7221.301893625576,8779.49745428012,10701.849293795103,8848.065300423623,3162.8845809556474,3471.2883692467376,3354.2896508438057,4412.6179256383575,4198.093946746671,4009.2392594911603,5323.751280046,5249.28110138289,6312.90507450309,5624.1844378358965,5065.829922145007,6050.988232993412,7508.8004959948385,8144.547994250756,8258.465825027459,5618.754668123821,9772.704557322808,8443.617991421163,10668.378841068623,9211.945129677733,6786.598666860913,10550.732198878384,13355.205065739476,12907.33523972274,12787.241358388022
25,1143.1190021255802,1506.0530335460714,1829.2137405561652,2211.3703710950213,1853.2268978520956,2284.55596338512,3011.336803467645,3657.924536018932,4432.121683550802,3701.2486228838984,3424.342079578271,4515.7579734453375,5486.799188917876,6662.71481729886,5544.012640974565,4562.464489254983,6019.215200642398,7315.865145763354,8902.842818157544,7381.656488101679,5698.958606722952,7521.852637042862,9145.551627844798,11152.67045083757,9214.09773265091,3263.0877344012406,3614.0349790300934,3516.192233770999,4617.017437178275,4392.020012122346,4147.203442476172,5497.004891059508,5504.211068089414,6612.013797998133,5871.027475234326,5210.4500326367015,6330.133393820065,7928.10116477725,8546.07091869402,8616.102656243855,5702.351076945822,10180.700978927882,8831.168915403126,11126.118981848724,9522.485656333853,7012.798257320018,10961.829434706962,13973.684814989454,13554.31083466376,13338.130102113713
26,1188.8211818007132,1566.3411727180282,1902.3702190315635,2299.923949729407,1927.2431894295796,2375.835116451228,3131.682838316735,3804.2533445617364,4610.265419369574,3848.8546731053502,3561.0262611043977,4696.207400069668,5706.243309329485,6930.95481634613,5764.7965744538715,4744.398167907024,6259.707762107328,7608.5591670931235,9262.135192643673,7675.155269704548,5926.0601659169015,7822.202013186695,9511.721047496932,11603.72339595036,9579.96432773662,3362.1187820566183,3763.9039981599503,3678.487941724435,4819.499102173729,4591.528542233714,4285.816049382475,5693.382888313203,5759.257228669767,6919.45728664043,6123.151383487618,5376.991833341066,6609.633116927429,8348.811130582208,8934.743643411612,8987.98565617989,5818.204109399209,10567.281480276806,9219.12376440989,11583.220862669466,9846.649862250384,7277.887876534412,11400.535466746587,14589.841151109078,14182.115590184087,13915.043347202973
27,1234.4736765005835,1626.5595154283756,1975.5885601947275,2388.572968142201,2001.2011498137547,2467.035544696462,3252.0939452318257,3950.578859161469,4788.432090490852,3996.3618652949363,3697.595381114088,4876.624596547127,5925.678468936806,7199.421815144426,5985.469680488605,4926.327327754302,6500.161727541735,7901.27978162708,9621.785773984968,7968.614543403138,6153.107101165664,8122.570174842463,9877.864578571713,12055.216775086663,9945.615039704006,3426.2221458047457,3872.088372510094,3816.3039829543127,4979.911573297876,4756.06343713715,4379.717393548181,5845.727207740322,5970.323785394845,7173.408622664948,6321.583797566125,5489.254982865852,6794.315895194278,8675.917761538167,9223.887740821896,9289.521933613054,5901.8438263233475,10834.606452069116,9545.64594503362,11943.42333632353,10131.311009138704,7462.099707266867,11714.843363376664,15050.2657636441,14666.081285919432,14349.262928130234
28,1280.1686230970327,1686.8135904110707,2048.6787175202894,2477.3749797486043,2075.2627469005342,2558.2732048593452,3372.4806758755853,4096.870104022269,4966.600760182339,4143.955197727681,3834.2349786808736,5057.091515996357,6145.247933858083,7468.121112688399,6206.1275102981635,5108.165587244946,6740.568470263541,8193.827721589496,9981.581626733174,8261.852257254899,6380.061833313633,8422.93494262285,10244.074996868296,12507.170257370151,10311.09258777306,3472.820231695273,3976.815744741614,3981.5474134206243,5157.86422159258,4943.795106621678,4473.869130671869,6034.1936680584595,6216.926276046242,7483.764971852273,6546.693393251437,5617.647213295909,6939.294624995423,9033.45156359325,9516.101262232849,9625.404397295968,5972.474996458939,11117.762853193202,9929.831489545073,12341.478490701478,10484.504377080682,7592.510809719466,12003.649712488064,15541.150663737602,15198.9062111517,14805.128729317059
29,1325.8487290948917,1746.9983936343797,2121.821204897693,2565.980422283539,2149.1999396623037,2649.4447037292393,3492.8295860412995,4243.180087633346,5144.787322151907,4291.4606177229025,3970.8441058567946,5237.527692953674,6364.756027737788,7736.70323236184,6426.677186204598,5290.02102794618,6980.958374382227,8486.650945356347,10341.600306372882,8555.070724500369,6607.0036993968115,8723.29710429545,10610.401154420344,12959.437093723842,10676.439820186019,3508.604847344862,4061.2371330822098,4119.682318420769,5308.300641572702,5109.24851764237,4569.437780255518,6201.407548880803,6424.636751726678,7742.3241953851675,6738.738886802053,5729.698393473062,7064.0414321377775,9337.135377966246,9755.884327571668,9897.35627876329,6048.686888430761,11371.1465715826,10247.668509396006,12677.952446847887,10775.453821330053,7722.19675590609,12222.792131415197,15950.137188241546,15646.570611374193,15187.702329107015
30,1371.558816879853,1807.1970631392167,2194.950352768832,2654.630981282992,2223.249466173969,2740.661672258498,3613.2195543243874,4389.450426468257,5323.229733383709,4438.927901034759,4107.383760281408,5417.9275862094855,6584.2711174596025,8005.690004290542,6647.206021233639,5471.775846459421,7221.301893625576,8779.49745428012,10701.849293795103,8848.065300423623,6833.840199989394,9023.606933385385,10976.808693423387,13412.046227635396,11041.4542515395,3550.4401744086317,4160.5320553151305,4284.219916367123,5495.620701105991,5311.753874414274,4680.6972236034935,6414.2981674284065,6694.080046230394,8047.975582874602,6977.954498122131,5855.479905778646,7221.629020709215,9703.811321315836,10049.434485148397,10208.581401370135,6161.898941767412,11700.35736982568,10638.95531920132,13089.466350382396,11125.509815100628,7883.059745819463,12524.360368171414,16440.208272482298,16189.723567447436,15648.914615948828
