Frame,GT_1 mm_R1,GT_1 mm_R2,GT_1 mm_R3,GT_1 mm_R4,GT_1 mm_R5,GT_2 mm_R1,GT_2 mm_R2,GT_2 mm_R3,GT_2 mm_R4,GT_2 mm_R5,GT_3 mm_R1,GT_3 mm_R2,GT_3 mm_R3,GT_3 mm_R4,GT_3 mm_R5,GT_4 mm_R1,GT_4 mm_R2,GT_4 mm_R3,GT_4 mm_R4,GT_4 mm_R5,GT_5 mm_R1,GT_5 mm_R2,GT_5 mm_R3,GT_5 mm_R4,GT_5 mm_R5,Ours_1 mm_R1,Ours_1 mm_R2,Ours_1 mm_R3,Ours_1 mm_R4,Ours_1 mm_R5,Ours_2 mm_R1,Ours_2 mm_R2,Ours_2 mm_R3,Ours_2 mm_R4,Ours_2 mm_R5,Ours_3 mm_R1,Ours_3 mm_R2,Ours_3 mm_R3,Ours_3 mm_R4,Ours_3 mm_R5,Ours_4 mm_R1,Ours_4 mm_R2,Ours_4 mm_R3,Ours_4 mm_R4,Ours_4 mm_R5,Ours_5 mm_R1,Ours_5 mm_R2,Ours_5 mm_R3,Ours_5 mm_R4,Ours_5 mm_R5
10,287.0277242164025,462.64798470773417,654.1859557720796,631.6815297561303,532.69545697144,574.1911017792644,925.818056158631,1307.878175181045,1261.8426098287912,1070.3979004470202,861.8734626583154,1390.115678443408,1973.131160675634,1899.1755931432874,1602.2354862560317,1149.2006728267593,1852.9856407594266,2638.2716921402907,2539.095831861182,2131.754136678798,1436.575561280249,2316.5686209141454,3315.832948955259,3180.894931517843,2664.051458464435,999.7442782904301,1068.8142225311226,856.336670610978,1125.0843568143598,1155.0123775294462,1257.2350243631977,1567.1091746769782,1377.361814068099,1799.7233853887074,1619.4439213002508,1754.096499983121,1800.774826822521,1646.2480464060347,2490.68446890458,2315.448831116553,2200.8516417991045,3132.176949449446,2438.509065826603,3354.0005012677584,3004.3783940125763,2860.926878297617,3367.820525994771,3691.0140524226344,3854.7098954906155,4104.519234157901
11,315.5736404702588,508.85718016446623,721.314776896409,693.419355353081,587.1644494364587,631.880227826533,1018.6596298503214,1441.3479511366584,1389.6589936089608,1178.8579567593974,948.0501654521448,1529.97636862865,2171.9956142573046,2090.973570384225,1761.3962273040702,1264.250901547596,2037.1071836234369,2908.9609784966865,2796.8315441066334,2344.8380038142786,1579.2169691664692,2548.328335200852,3655.931152624018,3496.9493738237115,2926.8140257264877,1100.7401982767967,1155.0660798314645,959.2107555771333,1206.0691253294667,1266.0337644756455,1348.7618017435457,1663.0919180491735,1514.9707393481,2012.9405486864703,1776.9017786278039,1950.7906929197663,2022.2611849846444,1819.1414757511773,2744.942989286477,2535.9852335370524,2498.1459016867248,3438.7912543824873,2671.2535610028917,3780.5631234553753,3350.0204988124597,3022.181063038241,3751.6474206230514,4080.766741196484,4243.611005086936,4392.179612726828
12,344.51156953154145,555.0919314776295,784.9426377276906,757.1921116410122,640.0879845541006,689.50854783101,1111.4280384902327,1575.5800909815302,1516.5435798507376,1285.7485351194343,1034.0483307640998,1668.4576365659277,2373.28853817943,2283.2483571513203,1919.3193663339443,1379.1271808377746,2222.3466080376575,3178.8183287729325,3053.840690446448,2557.3635083007434,1722.6497884822093,2781.951653283655,3995.693330903601,3818.545959706293,3190.2768649016484,1176.236475755349,1246.6395128192391,1044.4085205246126,1332.583227073956,1367.5844247464468,1399.4692371521492,1765.1310154812804,1648.2300867581105,2169.708879986354,1948.6484977403886,2105.220934452721,2164.9487661156504,1974.7104689507687,2892.602410738654,2815.6166510629832,2639.5002372730514,3635.648139497825,2896.526380376285,4013.5777337229097,3599.523456043063,3238.2210057014286,3934.895154734471,4435.994093337786,4561.361213954614,4598.097608530716
13,372.8788358780081,601.2182528948075,851.1047719068557,819.3997520435832,694.1256670197182,746.9599039623982,1204.8401542272927,1705.4623188855458,1644.3440998308429,1391.786797462945,1120.4069569000144,1806.741992502442,2573.1790489480877,2474.3398922456195,2079.0316089939915,1493.8072330474802,2409.059351238532,3450.581115820315,3307.026693576272,2770.1723234712936,1865.5060765845053,3014.112703152601,4331.601696697873,4137.915651314459,3455.6210456651042,1278.2077881169528,1341.7611600154698,1146.042325349513,1447.3650470894308,1462.8163537604858,1506.853344926673,1886.561284219725,1805.5131000538292,2390.0110999422645,2117.744826867468,2288.9386035881716,2326.6411173094025,2122.6614724133897,3106.9956450871014,3126.59304499626,2798.709788420516,4055.94464157516,3195.0775464277363,4181.900792002183,3926.47784827983,3372.238840062919,4251.697482778018,4827.707989259059,4920.640141618128,4954.051488186309
14,401.89765737722774,647.4946988918557,912.9800925520366,883.3504854233508,747.1864130058357,804.3301711414078,1297.9094650779666,1839.6628788090507,1772.1715317386938,1496.858576312692,1206.564109392231,1944.4627320534942,2776.403957572972,2667.762623569218,2238.194026445566,1607.5161243967905,2594.4918153957096,3723.7952241698067,3562.3312722884193,2980.173358886731,2009.3569001182975,3245.2916820710616,4656.841583798087,4457.720530772047,3723.1558064402093,1342.6959310875693,1407.105773591281,1267.6439456890157,1571.8548604701084,1607.7720477940093,1612.224303320057,2011.73373196038,1923.4379534364114,2589.965666116954,2240.8353052674724,2421.8640362107135,2373.8384355960575,2400.7596633384865,3519.3692258697374,3452.190795145267,2882.2378026165848,4208.833648455725,3585.2251984164877,4319.378153983225,4143.706593200546,3398.29633826914,4428.101430531159,5242.941390424932,5114.058169962169,5227.749363848572
15,429.8020332091497,693.3302050947618,983.8838656580547,946.085550959678,801.9372167697103,861.8734626583154,1390.115678443408,1973.131160675634,1899.1755931432874,1602.2354862560317,1293.0847238273739,2082.905078827306,2978.22716935461,2860.104418895528,2398.37803760938,1722.6497884822093,2781.951653283655,3995.693330903601,3818.545959706293,3190.2768649016484,2153.385828321519,3476.452733550449,4981.822095254856,4775.004497209881,3988.6251380411113,1416.2794030118664,1454.487131057963,1361.5671749334108,1674.5183743063699,1720.134217616694,1745.3602608654417,2192.0181319534195,2092.2265720112277,2731.7213376699083,2414.6173754002093,2538.6276500665494,2555.5224734774783,2711.177272407041,3783.4297426197168,3737.121417110883,3046.178491420002,4440.5754592413505,3864.7007482158933,4696.484001586851,4389.88312993487,3591.8932140084753,4638.423416885764,5664.650448277845,5372.965238468197,5556.754836256731
16,459.4706428668845,739.9650204650045,1048.9524045856772,1009.4499816957702,854.368261037187,919.3324642672732,1483.7359636513947,2107.0851151134825,2025.723776032645,1708.5341633002026,1379.1271808377746,2222.3466080376575,3178.8183287729325,3053.840690446448,2557.3635083007434,1836.933520905635,2967.8473427219046,4265.807749901976,4073.2940259455395,3402.863994655295,2296.8144542250006,3707.4810262340975,5300.595528653211,5098.5477586560055,4249.459319227122,1438.2737791564052,1557.4038888310993,1481.2373167831377,1811.2453709369313,1785.2953177478128,1886.0157105284418,2339.929363730331,2260.006187708998,2940.9795792431228,2544.277838633237,2669.205824165845,2698.9551936618873,3054.0537509639917,3940.647992219087,4132.742690969917,3150.4401769901174,4520.114349952897,4195.160044807723,5031.306024129913,4694.284158764895,3706.9883875209557,4800.338799328977,6203.164165790662,5705.860011027797,5841.445809415589
17,487.5394968410181,787.2124731011813,1112.015899296622,1073.6534646464308,908.7200252544918,976.6581291320945,1576.115481629231,2237.6974376063467,2154.1633040762213,1814.2786372743572,1464.6902018818796,2362.234742088761,3384.025889608879,3242.0101577525393,2717.381772842059,1951.3282364364966,3152.8764556503866,4526.316102633398,4330.431174709899,3615.271672452877,2440.528140835435,3938.339427538199,5614.840093470108,5422.078264537837,4509.287758862834,1496.8648164816632,1697.131078056191,1581.9374632562128,1980.5863514237,1950.9892923936288,2013.796348251399,2512.2263212209355,2430.729651925212,3163.314982071169,2794.375776633429,2767.0250805264677,2872.0071831456157,3359.0350005411365,4152.359315364096,4334.776455695031,3322.964258235526,4790.155979264515,4520.207626357453,5329.328907128411,5014.22691059179,3786.6329048692596,5069.3171650137365,6506.944089827567,6090.812596000566,6173.356524902282
18,517.0480152255797,833.1683279768511,1176.2551685782885,1136.2108473482217,962.359393954378,1034.0483307640998,1668.4576365659277,2373.28853817943,2283.2483571513203,1919.3193663339443,1551.0976580956717,2501.6579129155734,3590.5503387330414,3436.3906054775125,2875.3332121023486,2065.6848255848217,3337.7221376947186,4788.158079749087,4586.237198794686,3828.5402825707747,2585.6258401158384,4168.956668979461,5925.415484266274,5748.000580996859,4767.289603607942,1568.3656128140155,1810.1533117994118,1634.6894740462858,2155.8953979838275,2090.0429090859816,2103.0281770165893,2662.601556195737,2606.9208376006363,3360.2351376821066,2997.8472374538137,2883.27908441721,2926.704224553422,3593.0917692810667,4443.533859016705,4492.535596072398,3437.620815326699,5017.650863961886,4766.656160827351,5740.865196615824,5276.820129281545,3859.5096999490315,5237.197415397476,6941.966479750048,6535.358825420252,6416.619349489754
19,545.5826967612431,879.570029839589,1244.904427185913,1198.666081279857,1015.811772756786,1091.6408760349032,1760.9263041356376,2504.943689059112,2411.0677097128105,2025.3459325790718,1637.4655229728844,2640.9351308520177,3793.4083894299824,3627.963264843035,3033.766558653034,2181.4323800221414,3522.2211337309345,5046.266350819711,4841.287601788017,4041.2190048766524,2729.5478333847045,4399.918689222886,6234.75837489658,6077.239301439885,5022.63597005539,1705.5160109927913,1891.7933208442316,1754.4245406561909,2275.6536321285566,2271.1192122401912,2192.1931990141397,2838.1789233377067,2779.9774875192047,3646.6616560127172,3106.305385888259,3028.746452695746,3084.169974397007,3884.391243128728,4735.851779757065,4811.768993574587,3545.686572975091,5305.899206752094,5206.779634095071,6213.1213412812185,5545.621554553276,3821.6539058459375,5312.158398578585,7358.3988389241495,6904.3555425252825,6719.725843102577
20,574.1911017792644,925.818056158631,1307.878175181045,1261.8426098287912,1070.3979004470202,1149.2006728267593,1852.9856407594266,2638.2716921402907,2539.095831861182,2131.754136678798,1722.6497884822093,2781.951653283655,3995.693330903601,3818.545959706293,3190.2768649016484,2296.8144542250006,3707.4810262340975,5300.595528653211,5098.5477586560055,4249.459319227122,2873.621748167639,4630.731975192299,6542.134599181852,6405.739850928885,5277.140806456693,1761.890505667929,2013.9959219307575,1904.0743328836465,2366.345942373349,2420.2927006785612,2272.926661799292,2949.8797957738484,2949.8797957738484,3915.086256307689,3329.159999502344,3214.1686630063004,3351.3556997144738,4157.694717117888,5082.9188653863175,5031.48471911353,3581.7953210843343,5557.358893710045,5350.135474779507,6625.745428183209,5902.148653414975,3881.8673079574037,5398.094413898385,7750.024878935606,7430.167947471418,7046.268097370657
21,603.4026983717836,972.2101266387468,1379.1224141170435,1324.8963077918913,1124.7340844768378,1206.564109392231,1944.4627320534942,2776.403957572972,2667.762623569218,2238.194026445566,1808.6723725831068,2921.3011407016866,4201.1922828385095,4008.9819344463817,3348.510126836439,2411.9739991230367,3892.1444010095647,5551.50473468118,5355.70583076045,4457.461584904684,3017.4257201436976,4865.046821048903,6847.552187150241,6735.3852360701085,5533.777868531057,1851.3674729578413,2103.6762545800943,1986.7573112823925,2507.083753560892,2501.343810382972,2401.4698955534986,3017.096054116987,3203.690718280849,4086.338230154316,3514.631102797078,3278.584214939593,3470.9194111210795,4382.985129050983,5184.483430716082,5139.419545127379,3610.5437121068376,5855.3680809189245,5568.6188302217315,6987.327550402916,6066.467557961259,4131.260349056854,5698.301496129774,8115.710111158419,7759.671142647613,7393.406383570057
22,631.880227826533,1018.6596298503214,1441.3479511366584,1389.6589936089608,1178.8579567593974,1264.250901547596,2037.1071836234369,2908.9609784966865,2796.8315441066334,2344.8380038142786,1894.0889100414804,3060.245085386533,4396.850225629338,4203.293504889223,3508.611633024715,2527.6185030828956,4077.0683727473597,5801.669652835946,5617.570076351182,4664.069143378067,3161.2422524844974,5102.559445850335,7151.904780401287,7065.438128810581,5788.074268980034,1901.48561531762,2190.183350209964,2057.5045257187303,2665.9388391617726,2696.11757840806,2492.730580236967,3136.401056099806,3438.678529613833,4434.337568486498,3576.936500500612,3415.4000080839182,3659.187134974943,4598.4557121422185,5499.656060112911,5218.4054544435385,3650.3266822957494,6265.646922728377,5935.0796011770935,7281.24429807455,6240.017609537572,4312.895422931706,5801.877794101812,8593.52231927693,8122.61695386172,7949.923892272308
23,660.4499949681356,1064.8787768904544,1506.8694018667968,1452.6555132324795,1232.6795978101147,1321.4009780572615,2129.8198151703855,3044.9018906343476,2926.1145578856467,2451.954630909123,1980.2591756106158,3198.633792444206,4592.168614962365,4391.5839616108915,3669.3103973600064,2643.5532346601376,4261.666284416449,6048.628791893303,5879.212023051501,4869.258947214928,3304.7540545095417,5334.891408122579,7477.855410217123,7398.592247276479,6043.179730558192,1957.8133190816804,2187.5197156326853,2211.4154381042563,2826.811575192737,2829.0269819192154,2596.487270642084,3345.029694705152,3586.9351606135447,4660.119534741197,3788.2471796509144,3358.6657298003324,3914.317600973557,4915.470657330598,6010.570808098451,5310.953786141614,3648.17329971554,6480.4360544899955,6290.878925619822,7712.735673744212,6378.963001795869,4364.696116588702,5911.547480609515,8919.083294684839,8329.21391660746,8209.889801997959
24,689.50854783101,1111.4280384902327,1575.5800909815302,1516.5435798507376,1285.7485351194343,1379.1271808377746,2222.3466080376575,3178.8183287729325,3053.840690446448,2557.3635083007434,2065.6848255848217,3337.7221376947186,4788.158079749087,4586.237198794686,3828.5402825707747,2758.7999960427264,4446.447606730055,6295.867375964044,6142.254147257625,5072.684266803133,3449.0647498807016,5564.023619218368,7802.389281820837,7731.0204965990115,6298.751840156978,2037.6066033128673,2301.6543635240046,2298.998931269802,2939.0404339421766,2948.6533184728582,2701.5482632165827,3401.484483928191,3676.676769212576,4929.752076941144,3947.9832658276314,3343.870991641897,4126.022337541133,5256.266131550811,6101.258517603535,5507.5116422865685,3655.9594520678666,6693.734097495943,6676.567513443671,8165.852067786781,6588.78759327993,4605.367138604344,6140.444150025409,9179.666690912798,8673.718329238514,8594.329283250074
25,718.2649837512599,1157.9658570446766,1639.3760923090638,1579.9345782908997,1338.9021319206568,1436.575561280249,2316.5686209141454,3315.832948955259,3180.894931517843,2664.051458464435,2153.385828321519,3476.452733550449,4981.822095254856,4775.004497209881,3988.6251380411113,2873.621748167639,4630.731975192299,6542.134599181852,6405.739850928885,5277.140806456693,3588.998140566559,5793.521917229121,8132.528855165377,8067.630070494018,6548.503130585743,2127.8452005001022,2403.352381615405,2398.6958816376873,3064.1454685034023,3090.313699307756,2892.2050968876547,3548.574530803888,3915.4832631006275,4962.666042921304,4125.892790970874,3416.717283440779,4351.1078065065785,5516.885651616138,6632.558736922209,5608.9738432974245,3738.2245463436157,6998.972625093737,7002.126998480294,8369.060753868906,6838.654603130417,4838.80947403038,6229.878927086668,9532.412490049677,9144.712857690907,9180.359873430622
26,746.9599039623982,1204.8401542272927,1705.4623188855458,1644.3440998308429,1391.786797462945,1493.8072330474802,2409.059351238532,3450.581115820315,3307.026693576272,2770.1723234712936,2238.690123823169,3615.6601979551515,5174.469517701907,4968.199556704274,4145.589050791784,2988.599804794319,4818.434068278382,6786.619508341176,6669.607200064405,5483.521763328625,3720.3647280266646,6021.38494558747,8454.46687803752,8410.117739370578,6790.691604412126,2161.353354067441,2559.3863933530174,2507.292243914109,3237.1632104947457,3229.9643394876675,2970.5794881941047,3634.271250472922,4100.522394916089,5148.935597869612,4435.44219735981,3472.351649207783,4534.896659462408,5829.910545477336,6916.885400483003,5927.4263606358545,3793.139258166805,6921.8978242067315,7222.65085092902,8586.803075394893,7085.054049411689,5033.830992482796,6742.208879995548,10170.874737390732,9513.366895069394,9548.488659360597
27,775.6622879647438,1250.9972786728838,1775.0575294887751,1708.524865487404,1443.7392334323017,1551.0976580956717,2501.6579129155734,3590.5503387330414,3436.3906054775125,2875.3332121023486,2325.040004596494,3753.8876549884117,5362.8511292627445,5162.422755155307,4300.722200111875,3103.360839394775,5007.393087170874,7029.568009167196,6933.987884785619,5686.991882384369,3852.9526537645424,6248.534250318073,8783.072587666848,8742.097165931926,7033.2699733716345,2254.379623402164,2577.946937005628,2619.7657912051955,3259.8469605926603,3271.650839151559,3081.8628383185646,3769.0951539494754,4277.788840883637,5297.491222561692,4601.929924067048,3450.235704027506,4608.094886309283,6057.991081013475,7120.700624744171,6203.708759377027,3799.004443035588,7204.372804984828,7506.534034568016,8979.068546273942,7204.359285617228,5257.893263426265,6961.321813853699,10617.2160113574,10132.53788352892,9788.527870976493
28,804.3301711414078,1297.9094650779666,1839.6628788090507,1772.1715317386938,1496.858576312692,1607.5161243967905,2594.4918153957096,3723.7952241698067,3562.3312722884193,2980.173358886731,2411.9739991230367,3892.1444010095647,5551.50473468118,5355.70583076045,4457.461584904684,3218.392924572503,5197.217547578632,7282.252358527719,7198.208437017961,5889.375174879844,3989.045667970875,6476.581560951498,9103.612318074327,9073.569396411729,7285.272232313084,2269.825021928451,2641.4356744830925,2717.1194371140887,3408.5546079984,3342.9365209157363,3127.1885395401023,3859.1905595877606,4494.134540086795,5603.396873230032,4759.420838927859,3614.1082731218667,4613.94878926508,6304.09143520497,7356.299159233819,6398.607342001379,3824.2621552546575,7354.087855410546,7839.472375365027,9412.029337709155,7507.805515682677,5238.996916923259,7216.850334202259,10893.774918320449,10539.398929483117,9904.866628187354
29,833.2596320139736,1343.6910460487468,1906.5567104050606,1833.7406095427684,1549.6037378677552,1665.5445868688778,2688.927553460844,3861.964192610173,3690.8882584376042,3085.6473768926408,2498.8476714780863,4030.649986340658,5738.961361610465,5553.2425513402995,4612.240943869087,3333.727368367238,5381.106965670356,7545.4340879387455,7465.965872360134,6094.2294912188845,4130.149621837807,6708.821709125706,9411.543022809195,9414.55555073439,7535.631029192429,2328.221519323422,2686.66311735544,2803.0793456863303,3546.8159694580686,3420.5387152091,3211.448941345331,3891.6400735027037,4625.238399053953,5760.122493915452,4948.726773859343,3629.1687093871446,4803.889120009856,6535.915845230427,7527.232452918261,6601.862083854459,3892.5831063509386,7329.972503657454,8125.1008119162025,9581.875703847805,7634.583833387779,5288.148178546286,7282.236870412312,11317.566311588695,11035.267041113191,10289.70761348945
