Frame,GT_1 mm_R1,GT_1 mm_R2,GT_1 mm_R3,GT_1 mm_R4,GT_1 mm_R5,GT_2 mm_R1,GT_2 mm_R2,GT_2 mm_R3,GT_2 mm_R4,GT_2 mm_R5,GT_3 mm_R1,GT_3 mm_R2,GT_3 mm_R3,GT_3 mm_R4,GT_3 mm_R5,GT_4 mm_R1,GT_4 mm_R2,GT_4 mm_R3,GT_4 mm_R4,GT_4 mm_R5,GT_5 mm_R1,GT_5 mm_R2,GT_5 mm_R3,GT_5 mm_R4,GT_5 mm_R5,Ours_1 mm_R1,Ours_1 mm_R2,Ours_1 mm_R3,Ours_1 mm_R4,Ours_1 mm_R5,Ours_2 mm_R1,Ours_2 mm_R2,Ours_2 mm_R3,Ours_2 mm_R4,Ours_2 mm_R5,Ours_3 mm_R1,Ours_3 mm_R2,Ours_3 mm_R3,Ours_3 mm_R4,Ours_3 mm_R5,Ours_4 mm_R1,Ours_4 mm_R2,Ours_4 mm_R3,Ours_4 mm_R4,Ours_4 mm_R5,Ours_5 mm_R1,Ours_5 mm_R2,Ours_5 mm_R3,Ours_5 mm_R4,Ours_5 mm_R5
10,0.06432762466172773,0.06011641514128122,0.018986219590076268,0.037500608753859736,0.05163411340938214,0.12865550585477778,0.12023420053861092,0.03797741102964124,0.07500213385942052,0.1032690762862182,0.1929840848817544,0.1803512650060614,0.05696382293408126,0.11250543930459633,0.1549039218458428,0.2573135994095204,0.2404688646472894,0.07595304751951104,0.15000695112282558,0.20653754532427795,0.32164199200462695,0.30058613870723144,0.09494181175866745,0.18750849857029833,0.25817450454646995,0.05359785295332022,0.047148974254115766,0.01069499254053996,0.023361360564689786,0.0375095314133044,0.11091143879585354,0.10357476325067615,0.022358063136044645,0.05402581754259437,0.07775909262491011,0.15763019973622416,0.1184444100396225,0.03636164721312677,0.07752032649304992,0.09529398730071323,0.22298862258489932,0.1919602668303016,0.05085108141930959,0.10024943823080346,0.136845339068952,0.29105426159653724,0.26393361931906045,0.08060682945831218,0.17070499691796792,0.19719406233147901
11,0.07076063027368379,0.06612822277550612,0.020884893303397427,0.041251977867928835,0.056798001551763976,0.14152183729989198,0.13225708151009596,0.041773897491360935,0.08250340970332548,0.1135960814291212,0.212282967549093,0.19838683556587478,0.06265920610290944,0.12375544530008695,0.1703946266123903,0.28304384338888455,0.2645155095101387,0.08354844062610227,0.16500750594604124,0.22719297674725777,0.35380574254436103,0.33064480827264553,0.10443698458135436,0.20625962217648203,0.2839917320682992,0.059167577702876756,0.0523316463598411,0.01173853162634899,0.025848332396202576,0.04141805239539533,0.12252659059107891,0.11454362670081372,0.02472174982915569,0.05968148635772219,0.0858189814214572,0.17399032474075216,0.131463828875803,0.04023800556045194,0.08532137577383228,0.10517611284823332,0.24546687367565043,0.21135436861825085,0.05589010497460261,0.11276620758227981,0.1515333119912005,0.3220104344130844,0.2921253845973799,0.08876858003734779,0.1880857894819393,0.2202697834183445
12,0.07719385913556587,0.07213917245531909,0.022785073320442037,0.04500175065151653,0.06196003430413021,0.1543881498979348,0.14428127877848276,0.04557128256149958,0.09000371958491116,0.1239233313002696,0.23158221026324471,0.21642030653958783,0.06835680867515519,0.13500461661759425,0.18588474976668234,0.30877641851344223,0.28856192634353967,0.09114315806257998,0.18000735289997258,0.24784589257266412,0.38597004780559924,0.36070263306093453,0.11393149670401173,0.22500987360687238,0.3098070153598559,0.06392146421587275,0.056453505399589224,0.012601332558820361,0.027911497631635158,0.044661488415969834,0.13208114121282374,0.12363975479380836,0.026682888307058457,0.06436898222966345,0.0925339559051991,0.1876500237146027,0.1416520693105553,0.04344740158355968,0.09161668548872046,0.1136012612025922,0.26443154886343534,0.22740065120304404,0.06002064044222722,0.12334959428001989,0.16366225278577537,0.34743087649558246,0.31541629055458614,0.09543406806485241,0.20242242703906071,0.23952091433996542
13,0.0836271312921645,0.0781526512421532,0.02468387340322443,0.04875235279044988,0.06712468812058722,0.16725351055384732,0.1563048117164371,0.049369253109767475,0.0975038842970379,0.13424948286594066,0.2508811613249672,0.23445686155751705,0.07405411356298573,0.14625476572684853,0.20137488076629056,0.33450841162311806,0.3126090756939013,0.09873996116259885,0.1950071507933696,0.26850139887455937,0.4181348380855029,0.39076149581469555,0.12342381950486439,0.24376036907162285,0.3356264835580711,0.0695642519584688,0.06136558414167832,0.013629638521295836,0.030376461139778176,0.04859547741586553,0.14360992187742924,0.13444536828161072,0.02903532919433749,0.06996325165035061,0.1009834783385244,0.20421519042703212,0.15369221659503252,0.04723388188944412,0.09893462731520739,0.12410431406589545,0.2889879153794264,0.24714476507921299,0.06490181939796914,0.13605928088691885,0.1786393580689513,0.3785377802793196,0.343051584838422,0.1033299975911063,0.2194190788792966,0.26160486939082284
14,0.09005966030866694,0.08416355148202004,0.02658221321211734,0.05250208605563324,0.07228797125891662,0.18011882531541523,0.16832775092323637,0.053169361876107595,0.10500516481312228,0.1445767413185291,0.27017890520415566,0.25249220654692184,0.0797516862769903,0.1575063092759952,0.216866329091782,0.3602390907038025,0.33665637458113684,0.1063343821163148,0.21000935106248964,0.2891546879364787,0.45029942679777557,0.4208203657121321,0.13291816906206586,0.26251067429373787,0.36144366309048426,0.07662746704087398,0.06736505755587499,0.015061976882643508,0.03425042867849557,0.05340764557180669,0.15734836616058123,0.14684401715994658,0.03241159596342655,0.07737556205737184,0.11085773576256067,0.22261530234338311,0.1698446360869898,0.052165271475694046,0.1095553772753726,0.1390997318028471,0.31490342666188614,0.2728630896617354,0.07088324087921805,0.15091660661648545,0.1972764252726275,0.4125163295961173,0.37609612302083906,0.11369662211020563,0.23965533720190343,0.2847635034492457
15,0.09649245841984488,0.09017548499228034,0.028481154544106532,0.056250957731957936,0.07745104059854624,0.1929840848817544,0.1803512650060614,0.05696382293408126,0.11250543930459633,0.1549039218458428,0.2894778775356177,0.27052789768392627,0.08544795254758725,0.16875723888866886,0.23235492424409565,0.38597004780559924,0.36070263306093453,0.11393149670401173,0.22500987360687238,0.3098070153598559,0.4824640898668654,0.45087944823814474,0.14241361585146106,0.2812618697541477,0.38726116489191414,0.08286143452293275,0.07292177089646197,0.016940119613183036,0.038010867535876215,0.057853983757710135,0.16903717606673827,0.15784454963753353,0.0354232025203009,0.08485851362649299,0.1189029432297725,0.23978622548854575,0.18652333377152258,0.05665573697282743,0.11978253781154508,0.15367082362068132,0.33709180109471154,0.295994978008275,0.07672282943357485,0.16444886362030964,0.21408312507079694,0.44507826449615895,0.40226601949642,0.12316781771445963,0.25777762401493703,0.3044650755641426
16,0.10292506785230962,0.09618793607765821,0.030380911729927542,0.06000239000451039,0.08261505606459493,0.20585132030010964,0.19237505582144138,0.060761823459855084,0.12000326556838621,0.16523145867558486,0.30877641851344223,0.28856192634353967,0.09114315806257998,0.18000735289997258,0.24784589257266412,0.41170186142587695,0.38475057451754774,0.12152632553056054,0.24001139487363815,0.3304629482107936,0.5146278644161435,0.48093831739158366,0.15190833581473143,0.30001382455040815,0.41307902397618335,0.08993294024182552,0.07927795398406609,0.019026129734611166,0.042529635633997115,0.06309726772333636,0.18435618497480127,0.1712274437976492,0.039469895569903754,0.09374734065955492,0.12890266909065579,0.261491400901974,0.20806922917652954,0.0620757260220847,0.13340177002828713,0.17111354761317732,0.3646792903853832,0.32357785135257255,0.08417124969446335,0.18068842577438557,0.23928341464676242,0.4837574402226594,0.43749770852692527,0.13426622578731245,0.2792218653252688,0.32793262652171185
17,0.10935743751366747,0.102199090581395,0.032279800745316264,0.06375298448128669,0.08777915670662868,0.21871631495640326,0.20439775603340066,0.06456006928144302,0.12750518971629582,0.17555784316020384,0.3280749731135323,0.3065976954522397,0.09684243721272007,0.1912598441369212,0.26333730508479364,0.43743336037252833,0.40879764875904545,0.12912034612025658,0.25501295330095997,0.3511170292510294,0.5467925422424331,0.5109974034615699,0.16140015431375443,0.3187641649597789,0.4388962549524379,0.0976223679837438,0.08545847309660556,0.020926720774811364,0.046846288964480204,0.06779017562100641,0.19876723429026238,0.18486159336491736,0.04357278350230279,0.10177314569438879,0.1393636055195678,0.280201257939265,0.22833609618243084,0.0675634237981139,0.14685888407887582,0.18782318859462166,0.3915417505485486,0.3509277301828834,0.09154671061015064,0.19634732393344664,0.2631646775265904,0.5214188402439568,0.47035368492133245,0.1461509672065449,0.30030155001094855,0.3511458681696659
18,0.11579128257762068,0.10821084456592323,0.034180403736315985,0.0675018743533883,0.09294136871179393,0.23158221026324471,0.21642030653958783,0.06835680867515519,0.13500461661759425,0.18588474976668234,0.347374290842134,0.32463365868787136,0.1025380730909242,0.20250993104391085,0.2788276560600512,0.46316533200308807,0.4328441150268435,0.1367165774567359,0.27001182775316673,0.37177022469040594,0.5789557029182432,0.5410554359718107,0.1708953046322813,0.3375145489995112,0.46471349721019295,0.10414640500312505,0.09060450797542566,0.022308808215771976,0.050413268361372145,0.07273995733559867,0.21083677897349085,0.19659339217439456,0.046970450646655365,0.10834741296796016,0.14783809681765536,0.2978148158105662,0.24590598617171872,0.07212477383789731,0.15796671007554522,0.2034694450887229,0.41212604664045577,0.37338911773289135,0.09763506832333586,0.2086919725356679,0.2823171533780198,0.5526070811014542,0.5012898225712357,0.15610124978902587,0.3175592995225639,0.37034637951706517
19,0.12222394184894395,0.11422115287171597,0.03607806162104419,0.07125242514725756,0.0981051306976875,0.24444842546090284,0.22844615009908065,0.07215522458877408,0.14250496010281152,0.19621222460637203,0.3666720973998152,0.34266751057645883,0.1082347111328581,0.2137599058900847,0.2943170170231923,0.48889656415203075,0.45689103610965587,0.14431113980924404,0.2850132297856527,0.39242540501527684,0.6111203205143659,0.5711138731445358,0.1803909078328999,0.3562683131931823,0.4905316909815488,0.11153742217135712,0.09771640015617104,0.024091968844068952,0.05492408947565407,0.07809752329007773,0.22510627732426278,0.2101188397621258,0.05065482276728973,0.11663790494261503,0.15826924760228442,0.3177864219013527,0.26651980570573,0.07752064168263506,0.17115961882804592,0.22147571017097054,0.4398943940025825,0.3999535100517704,0.10452842885126527,0.22320462732924148,0.30352457491946794,0.5897547807297197,0.5362750119556025,0.16761492315080656,0.33794607238270985,0.39260159127715843
20,0.12865550585477778,0.12023420053861092,0.03797741102964124,0.07500213385942052,0.1032690762862182,0.2573135994095204,0.2404688646472894,0.07595304751951104,0.15000695112282558,0.20653754532427795,0.38597004780559924,0.36070263306093453,0.11393149670401173,0.22500987360687238,0.3098070153598559,0.5146278644161435,0.48093831739158366,0.15190833581473143,0.30001382455040815,0.41307902397618335,0.643284456750016,0.6011729610189331,0.1898860581779844,0.3750160872653213,0.5163474829791184,0.11858932706946491,0.10496477295964259,0.026050602661667754,0.05928728764672823,0.08342304691363993,0.23994254837148773,0.22447335064506466,0.054102396413918355,0.12545615119587403,0.16818358658393157,0.33892862669536744,0.28673510707866834,0.08283045729888601,0.18355909493544387,0.23814102888663857,0.46947580709114567,0.4260923425217201,0.11106706825810617,0.23749326668922735,0.32358457848001426,0.625373720565685,0.5692538882800257,0.1784678802350283,0.3580022536722939,0.4159105094767216
21,0.13508928157948497,0.12624492249035404,0.03987495607212502,0.0787510565043966,0.10843275472103187,0.27017890520415566,0.25249220654692184,0.0797516862769903,0.1575063092759952,0.216866329091782,0.40526915458853785,0.3787377417947987,0.1196271100841535,0.23626091643480157,0.3252989688130812,0.5403591327978576,0.5049843317046736,0.1595026528516958,0.3150153732935684,0.4337328374787701,0.6754491905962254,0.6312318264797707,0.19937827702688504,0.3937672831923803,0.5421656290176331,0.12472880144722016,0.11083504025398794,0.027675091950315173,0.06275744891669932,0.08783912392295176,0.2518752399932176,0.23546296234808065,0.05694399680014381,0.13230242884430052,0.17634395183639257,0.3559507097831946,0.3031702399473095,0.08706214553823717,0.19197945148925513,0.25294973744984617,0.49410565883178925,0.44881745593410594,0.11644740968542686,0.24921300216564918,0.3412743134869565,0.6543617740377158,0.599725619204262,0.18739486282649717,0.3760143562116352,0.4359564458528623
22,0.14152183729989198,0.13225708151009596,0.041773897491360935,0.08250340970332548,0.1135960814291212,0.28304384338888455,0.2645155095101387,0.08354844062610227,0.16500750594604124,0.22719297674725777,0.42456798652500327,0.39677304569537647,0.12532403707820525,0.24751090548598292,0.3407895201137306,0.5660908147037247,0.5290325153659077,0.1670985727395953,0.33001425944860774,0.4543865673984404,0.7076137979323813,0.6612900224579561,0.20887443702340747,0.41251596157513726,0.5679830424765249,0.13239285312756396,0.11729103680053357,0.029615584717425963,0.06700504111284007,0.09300362381397984,0.2666409546857084,0.24968321965457316,0.06033500703455743,0.14024393759590098,0.18601426158025605,0.37614117159125154,0.3228786343528736,0.09210488116934869,0.20179659165981265,0.26945029915361296,0.5223792721747509,0.4763880460930714,0.12277875344113062,0.2630476786491228,0.362224088180433,0.6900083028556874,0.6367695337810392,0.1979352374431479,0.39774677573332895,0.4609621145726138
23,0.1479553445282081,0.13827057858381242,0.04367279394913137,0.08625221058408875,0.11875927857181778,0.2959111849941472,0.2765396812856747,0.08734613718142442,0.1725078163145048,0.23751931158495054,0.443866299966025,0.41480965686248883,0.13102107547966566,0.25876175289206094,0.3562811219141889,0.5918217634560906,0.5530770504149081,0.17469344655206098,0.3450165611959416,0.47504032233342625,0.739777697686208,0.6913483192144072,0.21836914200931332,0.43126884505029006,0.5938000534843224,0.1401153669269936,0.1236312688211069,0.03155144079340291,0.07116114783484812,0.09819701037888104,0.281089429146389,0.2641606505011604,0.06376087506643363,0.14812806109058463,0.19569820836955867,0.39625883592128286,0.3446133375104422,0.09768190615309816,0.21150218449033759,0.2859382389380931,0.5502507220480753,0.5037373441981354,0.12896993261657763,0.27663569023182083,0.38242532300546506,0.7267233490143479,0.6745329262199389,0.20830753257038281,0.419182261287689,0.48555834563644634
24,0.1543881498979348,0.14428127877848276,0.04557128256149958,0.09000371958491116,0.1239233313002696,0.30877641851344223,0.28856192634353967,0.09114315806257998,0.18000735289997258,0.24784589257266412,0.46316533200308807,0.4328441150268435,0.1367165774567359,0.27001182775316673,0.37177022469040594,0.6175530734734822,0.5771252461390055,0.18228956649248015,0.3600172103238797,0.49569540684097113,0.7719426201325129,0.7214074011551047,0.2278612719161139,0.4500192300516316,0.6196191658654463,0.14637548181564725,0.12883273485244567,0.03315244959587195,0.0749156652238339,0.10253420033800678,0.29314224534179106,0.2751218499810112,0.06658945892579166,0.1546616897293966,0.20390926204098642,0.41320339852438137,0.361951832801615,0.1022296115829683,0.221242879819998,0.3005311268468125,0.5732602640603435,0.5263777275307278,0.13405749703722591,0.2888155730765452,0.40000984033166676,0.7554133310417039,0.7032334440908422,0.21671801795814644,0.4367786905034714,0.5026323386648059
25,0.16082091726024095,0.15029262577440483,0.04747036412239295,0.09375335447382366,0.1290860113766477,0.32164199200462695,0.30058613870723144,0.09494181175866745,0.18750849857029833,0.25817450454646995,0.4824640898668654,0.45087944823814474,0.14241361585146106,0.2812618697541477,0.38726116489191414,0.643284456750016,0.6011729610189331,0.1898860581779844,0.3750160872653213,0.5163474829791184,0.8041057793628763,0.7514667164666313,0.23735697904174577,0.46877035976368026,0.645435736867236,0.15364503866969464,0.13536206088761624,0.03506751430645266,0.07903996867074445,0.1076759463144245,0.3074161397495353,0.2885123756116665,0.06996509900650388,0.16244226719081187,0.21362853206588062,0.4340844355799284,0.3818115890310788,0.10740224906818571,0.2328768582340287,0.31758614441713884,0.6007701884604939,0.554076678070367,0.1400801075859113,0.3054041530605141,0.41929626628500916,0.7881879337381078,0.7368179812052441,0.22662249346666216,0.4576803348499157,0.52356703319193
26,0.16725351055384732,0.1563048117164371,0.049369253109767475,0.0975038842970379,0.13424948286594066,0.33450841162311806,0.3126090756939013,0.09873996116259885,0.1950071507933696,0.26850139887455937,0.5017615669333388,0.4689147821455233,0.1481096671041475,0.29251436725115876,0.40275101421541715,0.6690163610775954,0.625220051333899,0.1974803676957153,0.3900192349381205,0.537003215777156,0.8362703978691899,0.7815246863975309,0.24685033397206307,0.48752227408843146,0.671253436673571,0.160977043142861,0.14184611339669273,0.03694924174959972,0.08312055968764435,0.11270596025804618,0.3214595225541147,0.302168393979003,0.07337395833416956,0.17015459275048384,0.22320605232499532,0.454804439688335,0.40206629963402496,0.11252188009722516,0.24505688604605513,0.3349403779409955,0.6289608152385351,0.5827914233246069,0.1460041089127677,0.3228657694939378,0.4383578727483032,0.8223245046488639,0.7701805977240059,0.2363525317709938,0.47815361788546024,0.5485873847068206
27,0.17368610476908433,0.1623159531343952,0.051268060662869305,0.10125368760682482,0.1394138152535589,0.347374290842134,0.32463365868787136,0.1025380730909242,0.20250993104391085,0.2788276560600512,0.5210601083902788,0.48694965322947253,0.1538051840925442,0.3037636183780008,0.418242417816478,0.6947478983340185,0.6492661469948728,0.2050757383033849,0.4050189365679323,0.5576559672977234,0.8684342916759464,0.8115833495558606,0.25634632256432127,0.5062727493569134,0.6970692875487892,0.16704987883234323,0.14749160903518996,0.03868680147564617,0.08664688620942118,0.11635529040856474,0.33326089808528936,0.3139445763694492,0.07677808746534302,0.17649897372314466,0.23124619074434308,0.4721042928764741,0.41849761562501736,0.11661678663691122,0.2548510082811222,0.34838372428577924,0.6510894368223713,0.605142925219197,0.1508201617224049,0.337925850650091,0.4543568114509247,0.8508538563924211,0.7954443192617779,0.24409815123505663,0.49419575856011094,0.5702041370394508
28,0.18011882531541523,0.16832775092323637,0.053169361876107595,0.10500516481312228,0.1445767413185291,0.3602390907038025,0.33665637458113684,0.1063343821163148,0.21000935106248964,0.2891546879364787,0.5403591327978576,0.5049843317046736,0.1595026528516958,0.3150153732935684,0.4337328374787701,0.7204797260709264,0.673313600400178,0.21267114640774298,0.42001716972874786,0.578311232682919,0.9005988003885146,0.8416426777175665,0.26583914319368956,0.5250238777454164,0.7228886983453937,0.1743799060291779,0.15417114362378798,0.04080316764367255,0.09108162916344276,0.1215974648484064,0.3478471302380498,0.3275215023421834,0.08144668222415002,0.1846769919405452,0.24164892153616283,0.49123322467139874,0.4369421336032243,0.1215839200946169,0.26665224486626715,0.3646751692170036,0.6759871642202152,0.6292373199939647,0.15645311977198462,0.3557627408803961,0.47375696098256015,0.8801287726846195,0.8193989287423757,0.2551320812501472,0.5124525600574711,0.5951813799383979
